#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0677714 0 8.625 8.875 137595
9.00 0 0.10166 0 8.875 9.125 227611
9.25 0 0.0827616 0 9.125 9.375 863226
9.50 1.11906e-06 0.0622905 -3.73024e-07 9.375 9.625 2.68081e+06
9.75 1.09023e-05 0.0781899 0 9.625 9.875 4.76965e+06
10.00 2.35038e-05 0.0666326 9.24833e-06 9.875 10.125 3.99935e+06
10.25 6.36421e-05 0.0615821 5.62529e-05 10.125 10.375 2.57691e+06
10.50 0.00028979 0.0696723 0.000260107 10.375 10.625 1.60116e+06
10.75 0.00110106 0.0709361 0.000889799 10.625 10.875 928197
11.00 0.00369412 0.0708853 0.00274749 10.875 11.125 502420
11.25 0.0113174 0.0690788 0.00677816 11.125 11.375 266581
11.50 0.0278377 0.0683965 0.0128268 11.375 11.625 139487
11.75 0.0651038 0.0629327 0.0228035 11.625 11.875 71363
12.00 0.134984 0.0670242 0.0280671 11.875 12.125 35293
12.25 0.256562 0.065362 0.044599 12.125 12.375 16686
12.50 0.409446 0.0803529 0.0539107 12.375 12.625 7559
12.75 0.594127 0.0990843 0.0753793 12.625 12.875 3065
13.00 0.737347 0.0964234 0.0846789 12.875 13.125 1146
13.25 0.901639 0.0519125 0.101093 13.125 13.375 366
13.50 0.943396 0.0283019 0.0943396 13.375 13.625 106
13.75 1 0 0.0526316 13.625 13.875 19
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
