#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0579475 0.0610471 0.0575695 8.625 8.875 26455
9.00 0.0854966 0.0946877 0.0851307 8.875 9.125 46458
9.25 0.0738591 0.0893676 0.0734184 9.125 9.375 215559
9.50 0.0466698 0.0550318 0.0446743 9.375 9.625 773734
9.75 0.0692732 0.0799706 0.0597774 9.625 9.875 2.14041e+06
10.00 0.056147 0.0649942 0.040616 9.875 10.125 3.34499e+06
10.25 0.0517888 0.0565536 0.0273584 10.125 10.375 2.50008e+06
10.50 0.0558924 0.0531361 0.0185133 10.375 10.625 1.58562e+06
10.75 0.070621 0.0446821 0.0107273 10.625 10.875 985726
11.00 0.0987685 0.0375893 0.00586978 10.875 11.125 608666
11.25 0.136705 0.0275595 0.0050502 11.125 11.375 361222
11.50 0.192749 0.0237355 0.00820409 11.375 11.625 212727
11.75 0.273814 0.0194523 0.0130567 11.625 11.875 124738
12.00 0.376996 0.0164477 0.0207816 11.875 12.125 72762
12.25 0.494531 0.0233809 0.0366915 12.125 12.375 42145
12.50 0.626073 0.0376742 0.0550606 12.375 12.625 24240
12.75 0.745852 0.0437739 0.0613146 12.625 12.875 13803
13.00 0.840859 0.0410058 0.0648232 12.875 13.125 7773
13.25 0.89496 0.027176 0.0601835 13.125 13.375 4246
13.50 0.945802 0.0137537 0.0497038 13.375 13.625 2251
13.75 0.973845 0.00338811 0.0472962 13.625 13.875 1147
14.00 0.979516 0.00363022 0.0375683 13.875 14.125 537
14.25 0.979508 0.00819671 0.0245902 14.125 14.375 244
14.50 0.955224 0 0.0447761 14.375 14.625 67
14.75 1 0 0 14.625 14.875 26
15.00 1 0 0 14.875 15.125 2
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
