#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0667216 0.0618773 0.064832 8.625 8.875 29106
9.00 0.110406 0.095876 0.106981 8.875 9.125 49345
9.25 0.0932373 0.101516 0.0883145 9.125 9.375 220813
9.50 0.0572597 0.0591839 0.049263 9.375 9.625 756186
9.75 0.0903054 0.0883969 0.0610435 9.625 9.875 2.05008e+06
10.00 0.0775818 0.0683196 0.03959 9.875 10.125 3.21761e+06
10.25 0.0756034 0.0563 0.0267252 10.125 10.375 2.44285e+06
10.50 0.0841396 0.0501526 0.0222302 10.375 10.625 1.55637e+06
10.75 0.105903 0.0434729 0.0188112 10.625 10.875 968080
11.00 0.139648 0.0358428 0.0144551 10.875 11.125 598941
11.25 0.181634 0.0271095 0.0138021 11.125 11.375 357515
11.50 0.237686 0.0199425 0.0161701 11.375 11.625 211283
11.75 0.310317 0.0154451 0.0199025 11.625 11.875 124650
12.00 0.399497 0.016872 0.0270782 11.875 12.125 72834
12.25 0.493355 0.0270237 0.039657 12.125 12.375 42215
12.50 0.596695 0.0438236 0.0501032 12.375 12.625 24448
12.75 0.697449 0.0504667 0.0561944 12.625 12.875 14153
13.00 0.789647 0.0439215 0.0620155 12.875 13.125 7901
13.25 0.840909 0.0438218 0.0655286 13.125 13.375 4400
13.50 0.905165 0.0358616 0.0653014 13.375 13.625 2362
13.75 0.935246 0.0236018 0.0477154 13.625 13.875 1220
14.00 0.964527 0.0134764 0.0320946 13.875 14.125 592
14.25 0.971014 0.00724638 0.0434783 14.125 14.375 276
14.50 0.966292 0.011236 0.0449438 14.375 14.625 89
14.75 1 0 0.0294118 14.625 14.875 34
15.00 1 0 0 14.875 15.125 3
15.25 1 0 1 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
