#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0661335 0 8.625 8.875 58518
9.00 1.92424e-05 0.0996565 9.62121e-06 8.875 9.125 103937
9.25 2.14396e-06 0.082922 2.14396e-06 9.125 9.375 466426
9.50 1.08633e-05 0.064262 5.14575e-06 9.375 9.625 1.74901e+06
9.75 6.54779e-05 0.0754436 2.42041e-05 9.625 9.875 3.92499e+06
10.00 5.36814e-05 0.0680333 2.6844e-05 9.875 10.125 4.17277e+06
10.25 9.91186e-06 0.0625953 1.78884e-06 10.125 10.375 2.8249e+06
10.50 5.11252e-06 0.0611764 -7.62793e-08 10.375 10.625 1.76038e+06
10.75 1.7538e-05 0.0612983 -4.84319e-06 10.625 10.875 1.08336e+06
11.00 0.000158432 0.0607809 -4.66e-06 10.875 11.125 618561
11.25 0.00133156 0.0616652 0 11.125 11.375 346210
11.50 0.00950913 0.0604317 0 11.375 11.625 192657
11.75 0.0428312 0.061282 0.0041533 11.625 11.875 106698
12.00 0.144719 0.0571235 0.0180984 11.875 12.125 58009
12.25 0.377272 0.0447783 0.0349814 12.125 12.375 30808
12.50 0.690868 0.0888152 0.0883723 12.375 12.625 15977
12.75 0.89506 0.0587667 0.0972267 12.625 12.875 7976
13.00 0.964134 0.00982302 0.048641 12.875 13.125 3764
13.25 0.970785 0.0017423 0.0115642 13.125 13.375 1643
13.50 0.984825 0 0.00455236 13.375 13.625 659
13.75 0.987705 0 0.0122951 13.625 13.875 244
14.00 1 0 0.02 13.875 14.125 50
14.25 1 0 0 14.125 14.375 10
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
