#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 2.82877e-05 0.0705213 2.82877e-05 8.625 8.875 35351
9.00 0 0.1108 0 8.875 9.125 63854
9.25 3.25759e-06 0.0959296 0 9.125 9.375 306975
9.50 2.05637e-05 0.0706061 2.37273e-06 9.375 9.625 1.26437e+06
9.75 0.000130836 0.0788662 1.69996e-05 9.625 9.875 3.2942e+06
10.00 8.09716e-05 0.067613 1.84363e-05 9.875 10.125 4.01375e+06
10.25 1.54183e-05 0.0620028 3.46881e-07 10.125 10.375 2.78889e+06
10.50 4.0244e-06 0.0612277 -9.81317e-06 10.375 10.625 1.73939e+06
10.75 3.24322e-05 0.062712 -6.66563e-05 10.625 10.875 1.07918e+06
11.00 0.000234721 0.0621092 -0.000545559 10.875 11.125 639057
11.25 0.00200213 0.0610321 -0.00301293 11.125 11.375 365112
11.50 0.0138938 0.0571421 -0.00355242 11.375 11.625 208150
11.75 0.0614231 0.0552281 0.00129072 11.625 11.875 118278
12.00 0.198438 0.0574705 0.0220492 11.875 12.125 66590
12.25 0.476979 0.0488185 0.0385275 12.125 12.375 36836
12.50 0.786807 0.0724685 0.0961397 12.375 12.625 20207
12.75 0.939019 0.0246109 0.0778337 12.625 12.875 10577
13.00 0.968681 0.00413775 0.0272894 12.875 13.125 5460
13.25 0.97619 0.00111663 0.00833869 13.125 13.375 2646
13.50 0.970199 0.00413907 0.00331128 13.375 13.625 1208
13.75 0.97996 0.00993907 0.00415343 13.625 13.875 499
14.00 0.983696 0 0.0163043 13.875 14.125 184
14.25 1 0 0 14.125 14.375 47
14.50 1 0 0 14.375 14.625 7
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
