#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.106744 0.0803241 0.0847676 8.625 8.875 49736
9.00 0.154414 0.110836 0.118189 8.875 9.125 72215
9.25 0.131854 0.110335 0.0975523 9.125 9.375 276867
9.50 0.089817 0.0754709 0.057781 9.375 9.625 781122
9.75 0.150931 0.0903953 0.0603402 9.625 9.875 1.94876e+06
10.00 0.140694 0.0657311 0.0474416 9.875 10.125 3.04069e+06
10.25 0.14363 0.0533055 0.0435937 10.125 10.375 2.34926e+06
10.50 0.159264 0.0472098 0.0392498 10.375 10.625 1.50474e+06
10.75 0.184991 0.0411079 0.0362696 10.625 10.875 936526
11.00 0.22263 0.0350356 0.0322793 10.875 11.125 579514
11.25 0.263459 0.0290112 0.0319811 11.125 11.375 349660
11.50 0.3139 0.0216652 0.0304154 11.375 11.625 208168
11.75 0.368251 0.0185509 0.0339377 11.625 11.875 123454
12.00 0.427744 0.0263469 0.0340363 11.875 12.125 72506
12.25 0.5069 0.0392743 0.0345104 12.125 12.375 42318
12.50 0.59012 0.0561008 0.0282263 12.375 12.625 24839
12.75 0.672444 0.0706347 0.0406786 12.625 12.875 14483
13.00 0.740017 0.0807399 0.047277 12.875 13.125 8189
13.25 0.801269 0.0802056 0.0517695 13.125 13.375 4569
13.50 0.852014 0.0738525 0.0618465 13.375 13.625 2507
13.75 0.911439 0.0479705 0.0627306 13.625 13.875 1355
14.00 0.94109 0.0324006 0.0653502 13.875 14.125 679
14.25 0.963636 0.0181819 0.0424242 14.125 14.375 330
14.50 0.969466 0.022842 0.0458016 14.375 14.625 131
14.75 0.964912 0.0175439 0.0175439 14.625 14.875 57
15.00 1 0 0.166667 14.875 15.125 6
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
