#Peak halo mass range: 13.375 < log10(Mh/Msun) < 13.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.506185 0.9375 0.014881 0.065407 0.952468 0.00837696 0.0251157 320 2188
0.501122 0.934375 0.0123109 0.0738172 0.950183 0.00963175 0.0277098 320 2188
0.496060 0.925 0.0231865 0.0587209 0.95064 0.00883728 0.0295988 320 2188
0.490997 0.925 0.0190299 0.0574921 0.945155 0.0138256 0.0268396 320 2188
0.485935 0.93125 0.0126003 0.0707849 0.949726 0.00945789 0.0321763 320 2188
0.480872 0.9375 0.00924557 0.0803571 0.946527 0.0128456 0.0340438 320 2188
0.475810 0.928125 0.0136387 0.0700605 0.946527 0.0143771 0.034418 320 2188
0.470747 0.925 0.0151042 0.0706311 0.941042 0.0170754 0.035881 320 2188
0.465685 0.93125 0.00589287 0.0772127 0.937386 0.019136 0.0383675 320 2188
0.460622 0.928125 0.00749731 0.0863819 0.935101 0.0182763 0.040704 320 2188
0.455560 0.91875 0.0137897 0.0838876 0.931901 0.0199792 0.0489134 320 2188
0.450497 0.909375 0.0173649 0.0861192 0.926874 0.0221891 0.0484955 320 2188
0.445435 0.9 0.025 0.0858407 0.923675 0.0220246 0.0576459 320 2188
0.440372 0.896875 0.0149386 0.109264 0.917276 0.0264223 0.0601962 320 2188
0.435310 0.890625 0.0167824 0.0989583 0.909049 0.0290037 0.0554984 320 2188
0.430247 0.865625 0.0255667 0.104669 0.905393 0.0286826 0.0631646 320 2188
0.425185 0.85 0.0404593 0.0910072 0.897166 0.0326666 0.0691576 320 2188
0.420122 0.85 0.0311189 0.095283 0.887112 0.0364422 0.0698847 320 2188
0.415060 0.84375 0.0332553 0.089033 0.8734 0.0453787 0.0719886 320 2188
0.409997 0.825 0.0479097 0.0881579 0.859689 0.0471913 0.0701925 320 2188
0.404935 0.8125 0.0544528 0.0962209 0.852377 0.0429415 0.0761837 320 2188
0.399872 0.815625 0.0362269 0.100415 0.840037 0.0432748 0.0830272 320 2188
0.394810 0.778125 0.058912 0.0876488 0.823126 0.0501071 0.080906 320 2188
0.389747 0.759375 0.066551 0.0829044 0.800274 0.0625321 0.0773442 320 2188
0.384685 0.740625 0.0688988 0.0836483 0.788848 0.0568632 0.084617 320 2188
0.379622 0.721875 0.0671875 0.0710813 0.765539 0.0580688 0.0809204 320 2188
0.374560 0.721875 0.0582297 0.111388 0.74223 0.0686976 0.0849833 320 2188
0.369497 0.665625 0.0934572 0.0790669 0.716179 0.0737579 0.0825158 320 2188
0.364435 0.625 0.104783 0.0716019 0.684186 0.0850786 0.0752505 320 2188
0.359372 0.634375 0.0753024 0.0867559 0.659963 0.0783223 0.0671518 320 2188
0.354310 0.6 0.0938776 0.0677419 0.645338 0.0669085 0.0732772 320 2188
0.349247 0.56875 0.0939006 0.06875 0.617916 0.0756253 0.0660506 320 2188
0.344185 0.559375 0.0717489 0.0765571 0.594607 0.0714698 0.0674049 320 2188
0.339122 0.53125 0.09375 0.0628182 0.558958 0.0808851 0.0561802 320 2188
0.334060 0.521875 0.0947053 0.0734879 0.550274 0.0637277 0.0689168 320 2188
0.328997 0.5 0.0869565 0.0820895 0.521024 0.0674341 0.0643204 320 2188
0.323935 0.46875 0.08125 0.0691399 0.485832 0.0720681 0.0568039 320 2188
0.318873 0.459375 0.075742 0.084375 0.464808 0.0617852 0.0608829 320 2188
0.313810 0.425 0.0882743 0.0747696 0.430987 0.0730856 0.0539453 320 2188
0.308748 0.3875 0.116925 0.0478773 0.408592 0.0767934 0.0520128 320 2188
0.303685 0.378125 0.109375 0.0521446 0.385283 0.0768588 0.0497157 320 2188
0.298623 0.353125 0.114765 0.0639093 0.356947 0.0768295 0.0502616 320 2188
0.293560 0.31875 0.124107 0.0445564 0.335923 0.0764144 0.0498184 320 2188
0.288498 0.315625 0.112946 0.0576179 0.319013 0.0700022 0.0521195 320 2188
0.283435 0.2875 0.136528 0.0475 0.294333 0.072285 0.0467772 320 2188
0.278373 0.265625 0.125103 0.0470203 0.271481 0.0691947 0.0481211 320 2188
0.273310 0.259375 0.125784 0.0476758 0.250457 0.0756393 0.039651 320 2188
0.268248 0.2625 0.11737 0.060119 0.240402 0.0681378 0.0476086 320 2188
0.263185 0.25625 0.110284 0.0633088 0.228976 0.0619679 0.047158 320 2188
0.258123 0.23125 0.100674 0.0583687 0.214351 0.0666236 0.044867 320 2188
0.253060 0.1875 0.137588 0.0250635 0.193327 0.0669112 0.0404156 320 2188
0.247998 0.190625 0.105512 0.0439257 0.174589 0.0838548 0.0393524 320 2188
0.242935 0.184375 0.105378 0.0522995 0.167733 0.0737092 0.0418893 320 2188
0.237873 0.165625 0.113878 0.0532331 0.151737 0.0724174 0.0389113 320 2188
0.232810 0.153125 0.112748 0.0582974 0.142139 0.079452 0.0408853 320 2188
0.227748 0.15 0.108741 0.0675258 0.141682 0.0683034 0.0459963 320 2188
0.222685 0.11875 0.121087 0.0428006 0.127971 0.0717563 0.0487919 320 2188
0.217623 0.1 0.133577 0.0316456 0.122486 0.0737947 0.0443764 320 2188
0.212560 0.1 0.131672 0.0392971 0.110146 0.083678 0.0444208 320 2188
0.207498 0.090625 0.126384 0.0347244 0.103748 0.0864252 0.0463707 320 2188
0.202435 0.1 0.117143 0.0402597 0.0996344 0.0804013 0.0458087 320 2188
0.197373 0.10625 0.0921627 0.0493105 0.0886654 0.0823992 0.0404567 320 2188
0.192310 0.1 0.0944444 0.0567901 0.0827239 0.0828562 0.0382901 320 2188
0.187248 0.09375 0.108631 0.0494792 0.0731261 0.0902726 0.0372924 320 2188
0.182185 0.078125 0.106424 0.0536602 0.0644424 0.0899997 0.0355132 320 2188
0.177123 0.075 0.119139 0.0517442 0.0667276 0.0937238 0.0386707 320 2188
0.172060 0.08125 0.11536 0.0440407 0.0639854 0.0968164 0.0402534 320 2188
0.166998 0.065625 0.140384 0.0391098 0.0621572 0.0947055 0.0428708 320 2188
0.161935 0.075 0.108246 0.0570144 0.0493601 0.0968008 0.0333843 320 2188
0.156873 0.059375 0.104687 0.0490302 0.0525594 0.0958564 0.0363375 320 2188
0.151810 0.028125 0.120524 0.0233288 0.0498172 0.0940581 0.0339059 320 2188
0.146748 0.03125 0.109742 0.0286593 0.0498172 0.0864213 0.0385248 320 2188
0.141685 0.015625 0.121714 0.015625 0.0443327 0.0862405 0.0333437 320 2188
0.136623 0.028125 0.116319 0.028125 0.036106 0.0939369 0.028334 320 2188
0.133248 0.021875 0.0997466 0.021875 0.0365631 0.0921923 0.0300864 320 2188
0.129873 0.025 0.0841618 0.025 0.0319927 0.0949695 0.0252424 320 2188
0.126498 0.028125 0.0871488 0.028125 0.0310786 0.087492 0.0250795 320 2188
0.123123 0.025 0.0797619 0.0212547 0.0301645 0.078467 0.0252578 320 2188
0.119748 0.01875 0.0764881 0.01875 0.0251371 0.0776978 0.0209508 320 2188
0.116373 0.028125 0.0710917 0.028125 0.0182815 0.0764667 0.0147212 320 2188
0.112998 0.028125 0.063881 0.028125 0.0205667 0.0715574 0.0171454 320 2188
0.109623 0.021875 0.0819501 0.021875 0.0173675 0.0718957 0.0152389 320 2188
0.106248 0.028125 0.0487981 0.028125 0.0141682 0.0789741 0.0116682 320 2188
0.102873 0.0125 0.055823 0.0125 0.0137112 0.0733488 0.0113108 320 2188
0.099498 0.009375 0.0745411 0.009375 0.011426 0.073528 0.0104861 320 2188
0.096123 0.0125 0.0648723 0.0125 0.00914077 0.0607005 0.0086793 320 2188
0.092748 0.0125 0.0553733 0.0125 0.00868373 0.0577514 0.00820157 320 2188
0.089373 0.00625 0.0463816 0.00625 0.00776965 0.0431024 0.00691823 320 2188
0.085998 0.00625 0.0359823 0.00625 0.00502742 0.0304223 0.0045575 320 2188
0.082623 0 0.0402299 0 0.00411335 0.0332459 0.00368157 320 2188
0.080373 0 0.025 0 0.00411335 0.0227292 0.00411335 320 2188
0.078123 0 0.020979 0 0.00228519 0.0188788 0.00228519 320 2188
0.075873 0 0.0207254 0 0.00182815 0.0151292 0.00182815 320 2188
0.073623 0 0.0104895 0 0.000914077 0.0113684 0.000914077 320 2188
0.071373 0 0.00571429 0 0.00137112 0.00596833 0.00137112 320 2188
0.069123 0 0.0078329 0 0.000457038 0.00438792 0.000457038 320 2188
0.066873 0 0.00744417 0 0.000457038 0.0038389 0.000457038 320 2188
0.064623 0 0.00522193 0 0 0.00217865 0 320 2188
0.062373 0 0.0015873 0 0.000457038 0.000457456 0.000457038 320 2188
0.060123 0 0 0 0 0 0 320 2188
0.055623 0 0 0 0 0 0 320 2188
