#Peak halo mass range: 13.375 < log10(Mh/Msun) < 13.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 320 2188
0.994717 0.190625 0.16188 0.104418 0.959324 0.0224159 0.0105701 320 2188
0.987123 0.23125 0.146528 0.0863225 0.948812 0.0237847 0.0158068 320 2188
0.979529 0.259375 0.129716 0.070838 0.938757 0.026509 0.0178129 320 2188
0.971935 0.278125 0.135488 0.0532115 0.930987 0.0285842 0.022027 320 2188
0.964342 0.29375 0.139086 0.044615 0.927788 0.0272014 0.0250568 320 2188
0.956748 0.35625 0.0806731 0.075958 0.922303 0.0301381 0.0258363 320 2188
0.949154 0.3875 0.0667373 0.0725829 0.915905 0.0314635 0.0333735 320 2188
0.941560 0.390625 0.0803052 0.0482827 0.906764 0.0344378 0.037443 320 2188
0.933967 0.453125 0.0709257 0.0769782 0.916819 0.0241705 0.0493214 320 2188
0.926373 0.475 0.0612319 0.0729112 0.905393 0.0307772 0.0444143 320 2188
0.918779 0.5125 0.05 0.103259 0.902194 0.0335036 0.0472782 320 2188
0.911185 0.553125 0.0314904 0.116699 0.904479 0.032164 0.0553665 320 2188
0.903592 0.54375 0.0754451 0.067805 0.895795 0.0407358 0.0583068 320 2188
0.895998 0.571875 0.0686944 0.071875 0.894881 0.0393978 0.0629329 320 2188
0.888404 0.590625 0.0591212 0.0954021 0.901737 0.0271904 0.0720916 320 2188
0.880810 0.6125 0.0665123 0.0876958 0.900823 0.0331396 0.0674893 320 2188
0.873217 0.61875 0.0714674 0.0832661 0.899452 0.0330212 0.0785836 320 2188
0.865623 0.621875 0.0649066 0.0670363 0.898537 0.0371351 0.0772431 320 2188
0.858029 0.64375 0.0557913 0.0843577 0.904479 0.0281006 0.0774148 320 2188
0.850435 0.634375 0.0873079 0.042659 0.902194 0.0362484 0.0705424 320 2188
0.842842 0.65625 0.0949021 0.0428479 0.903565 0.0362645 0.0744106 320 2188
0.835248 0.6875 0.0633897 0.0655069 0.907221 0.0309406 0.0764872 320 2188
0.827654 0.684375 0.0711806 0.0423295 0.909963 0.0270861 0.071766 320 2188
0.820060 0.69375 0.0733733 0.0422349 0.917276 0.024783 0.0756325 320 2188
0.812467 0.70625 0.0506307 0.0495336 0.914534 0.0252956 0.0732494 320 2188
0.804873 0.715625 0.0631106 0.0452546 0.925503 0.0179017 0.0800899 320 2188
0.797279 0.734375 0.0490351 0.0534226 0.928245 0.0149946 0.0741165 320 2188
0.789685 0.74375 0.0459052 0.0676366 0.934644 0.0114723 0.0753843 320 2188
0.782092 0.771875 0.0315732 0.0755187 0.933272 0.0133669 0.0649251 320 2188
0.774498 0.790625 0.0248257 0.090625 0.935558 0.0160478 0.0607804 320 2188
0.766904 0.7875 0.0347524 0.0821429 0.941956 0.0116198 0.0661008 320 2188
0.759310 0.821875 0.00571126 0.0860671 0.945155 0.00925058 0.0604566 320 2188
0.751717 0.815625 0.0196519 0.0754504 0.949726 0.00666207 0.0565881 320 2188
0.744123 0.834375 0.0119553 0.088761 0.95064 0.00761616 0.0543591 320 2188
0.736529 0.85 0.0110169 0.0926036 0.95064 0.00707281 0.0500848 320 2188
0.728935 0.84375 0.0278096 0.0760081 0.954753 0.00422579 0.0487899 320 2188
0.721342 0.871875 0.0124788 0.0920585 0.954296 0.00820976 0.0437919 320 2188
0.713748 0.859375 0.0200576 0.0769399 0.957495 0.00679028 0.0402685 320 2188
0.706154 0.884375 0.0111864 0.084375 0.959324 0.00683188 0.0414337 320 2188
0.698560 0.884375 0.0209878 0.0673018 0.960238 0.00416666 0.0411813 320 2188
0.690967 0.865625 0.0428923 0.0431398 0.964808 0.00360835 0.0418389 320 2188
0.683373 0.884375 0.023671 0.059375 0.966179 0.00377792 0.0391963 320 2188
0.678310 0.8875 0.0193493 0.0618119 0.963894 0.00475216 0.0359123 320 2188
0.673248 0.903125 0.00498313 0.070272 0.961609 0.00667965 0.0345076 320 2188
0.668185 0.884375 0.0192947 0.0730542 0.961609 0.00857699 0.0346909 320 2188
0.663123 0.884375 0.0238819 0.0516348 0.965722 0.00650007 0.0377111 320 2188
0.658060 0.9 0.0166667 0.0651206 0.966636 0.00501204 0.0355251 320 2188
0.652998 0.890625 0.023605 0.0534157 0.964351 0.00761551 0.0300289 320 2188
0.647935 0.896875 0.0186923 0.0524306 0.96298 0.00807011 0.0278914 320 2188
0.642873 0.903125 0.0188608 0.0521933 0.961152 0.00816983 0.0259066 320 2188
0.637810 0.9 0.0240332 0.0497975 0.963894 0.00635397 0.0255186 320 2188
0.632748 0.9 0.025641 0.0490683 0.960695 0.00855792 0.0223193 320 2188
0.627685 0.915625 0.0209501 0.0551599 0.957952 0.0110852 0.0190427 320 2188
0.622623 0.91875 0.0241072 0.0428376 0.959781 0.0100197 0.0200434 320 2188
0.617560 0.915625 0.0242577 0.0489583 0.960695 0.00844818 0.021721 320 2188
0.612498 0.915625 0.0226466 0.0482007 0.957038 0.010675 0.0178433 320 2188
0.607435 0.93125 0.010099 0.0639933 0.957495 0.0071758 0.0217003 320 2188
0.602373 0.93125 0.00953948 0.0594551 0.957495 0.00936168 0.0187199 320 2188
0.597310 0.9125 0.0208333 0.0435345 0.957952 0.00880921 0.0178825 320 2188
0.592248 0.921875 0.015625 0.0430871 0.957952 0.00925153 0.0189725 320 2188
0.587185 0.921875 0.0188364 0.0448524 0.957495 0.00972521 0.0141334 320 2188
0.582123 0.915625 0.0224555 0.0300828 0.957495 0.00879025 0.0188876 320 2188
0.577060 0.9125 0.0262755 0.0348022 0.958867 0.00752467 0.0180407 320 2188
0.571997 0.896875 0.0357491 0.0191772 0.959781 0.00811589 0.0206943 320 2188
0.566935 0.903125 0.0302083 0.0271756 0.959781 0.00698102 0.0182222 320 2188
0.561872 0.90625 0.0251786 0.0227913 0.957952 0.00762618 0.0209224 320 2188
0.556810 0.915625 0.0194831 0.0374737 0.958867 0.00568169 0.0237174 320 2188
0.551747 0.9125 0.0228147 0.035307 0.956124 0.00901854 0.0218849 320 2188
0.546685 0.921875 0.0168142 0.0395221 0.958409 0.00502926 0.025422 320 2188
0.541622 0.915625 0.0236015 0.038074 0.956124 0.00696731 0.0276839 320 2188
0.536560 0.925 0.0211538 0.039094 0.954296 0.00798953 0.0241909 320 2188
0.531497 0.928125 0.0229951 0.0407078 0.952468 0.00824934 0.0219867 320 2188
0.526435 0.9375 0.016367 0.0480991 0.956581 0.00566584 0.0227292 320 2188
0.521372 0.934375 0.0178162 0.0429892 0.958867 0.00512618 0.025839 320 2188
0.516310 0.940625 0.0145988 0.047224 0.957495 0.0050714 0.0239067 320 2188
0.511247 0.9375 0.0177239 0.0537791 0.954296 0.00902188 0.023523 320 2188
