#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 5.03854e-06 0.0724795 5.03854e-06 8.625 8.875 198470
9.00 9.45406e-06 0.110509 9.45406e-06 8.875 9.125 317324
9.25 2.79291e-05 0.0931174 2.79291e-05 9.125 9.375 1.10995e+06
9.50 0.000103465 0.0585994 0.000101902 9.375 9.625 3.19914e+06
9.75 0.00038242 0.0719933 0.000365465 9.625 9.875 4.77747e+06
10.00 0.000613379 0.0744796 0.000577012 9.875 10.125 3.63071e+06
10.25 0.00168139 0.0725987 0.0015585 10.125 10.375 2.20651e+06
10.50 0.00417828 0.0814309 0.00373486 10.375 10.625 1.2979e+06
10.75 0.0080711 0.0775623 0.00669217 10.625 10.875 699285
11.00 0.0153007 0.0781481 0.0113713 10.875 11.125 361944
11.25 0.0283863 0.0771396 0.0180624 11.125 11.375 181848
11.50 0.0510518 0.0795323 0.0277849 11.375 11.625 87656
11.75 0.0857911 0.0863585 0.0375511 11.625 11.875 40890
12.00 0.140299 0.0934697 0.0455752 11.875 12.125 18147
12.25 0.221465 0.0839348 0.0515905 12.125 12.375 7482
12.50 0.298903 0.0861214 0.054121 12.375 12.625 2827
12.75 0.408784 0.0968468 0.0777027 12.625 12.875 888
13.00 0.584229 0.09319 0.0967742 12.875 13.125 279
13.25 0.698113 0.0943396 0.0754717 13.125 13.375 53
13.50 0.625 0 0.125 13.375 13.625 8
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
