#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.993056 0.00361109 0.0812005 0.993482 0.00121629 0.0694222 0.995652 0.00120312 0.075981 7.2 7.4 704474 27410 24471 16241
7.5 0.987426 0.00739843 0.0739406 0.995198 0.000632346 0.0743781 0.993014 0.00393414 0.0659441 7.4 7.6 580476 25168 21870 14221
7.7 0.989761 0.00412196 0.0821056 0.99131 0.00452894 0.0715374 0.993236 0.00168175 0.0652022 7.6 7.8 472960 22569 19393 12274
7.9 0.989459 0.00163019 0.0715734 0.99227 0.0029397 0.07735 0.994097 0.000150561 0.0758052 7.8 8 385945 20314 17158 10742
8.1 0.989605 0.0025298 0.0777795 0.989003 0.00255549 0.0675635 0.987342 0.00615066 0.0674753 8 8.2 317922 19589 15531 9724
8.3 0.991501 -0.000497937 0.078957 0.99018 4.22001e-05 0.0751673 0.989333 0.001288 0.0814196 8.2 8.4 258828 18197 13757 8278
8.5 0.986557 0.000518799 0.0767438 0.986348 0.00190169 0.0650768 0.983257 0.00252473 0.078253 8.4 8.6 204008 15457 11631 6862
8.7 0.979985 0.0039137 0.0723759 0.986934 -0.0024913 0.0744229 0.977465 0.002253 0.0783718 8.6 8.8 160754 13052 9613 5698
8.9 0.977422 -0.000293374 0.068971 0.972039 0.00393307 0.0712917 0.971631 0.00354254 0.0736721 8.8 9 128242 11221 8179 4763
9.1 0.970897 -0.00288028 0.0565088 0.963763 0.00242829 0.0646397 0.940555 0.0225643 0.0635145 9 9.2 103423 9106 6865 4034
9.3 0.965195 -0.000961661 0.0534049 0.949884 0.00603211 0.065126 0.932642 0.011399 0.0621123 9.2 9.4 85976 7343 5925 3427
9.5 0.946626 0.00267434 0.0432556 0.915512 0.0135977 0.0518761 0.910628 0.0167076 0.0715779 9.4 9.6 73672 5798 5280 3082
9.7 0.931035 0.00567436 0.0328864 0.865633 0.0291038 0.0522329 0.861472 0.0313137 0.0511463 9.6 9.8 64112 4219 4725 2809
9.9 0.939103 -0.00228608 0.0389243 0.811365 0.029503 0.0299414 0.809972 0.0292016 0.031754 9.8 10 58305 2975 4476 2647
10.1 0.935897 -0.00475967 0.0447057 0.743927 0.0330476 0.0193614 0.745391 0.0374147 0.0324451 10 10.2 53657 1816 4263 2469
10.3 0.874459 0.013346 0.0323536 0.683128 0.021502 0.021188 0.665357 0.0299802 0.0232521 10.2 10.4 50142 963 4198 2354
10.5 0.906542 -0.00976789 0.0588599 0.612801 0.0225902 0.0181393 0.582043 0.0206655 0.0209323 10.4 10.6 44339 374 3788 2133
10.7 0.842105 0.0641447 0.0224332 0.607287 0.0144905 0.0341048 0.5 0.0143325 0.0247253 10.6 10.8 35097 149 2931 1743
10.9 0.925926 0.0240741 0.0925926 0.599462 -0.00339866 0.0631275 0.395522 0.0314776 0.021322 10.8 11 23155 52 1751 1247
11.1 0.8 0 0.228571 0.531765 0.0301688 0.0455261 0.318739 0.0116181 0.0397917 11 11.2 11764 13 689 726
11.3 1 0 0.5 0.614679 0.00925273 0.134159 0.185841 0.0342365 0.0319946 11.2 11.4 4467 1 169 261
11.5 0 0 0 0.833333 -0.0833333 0.5 0.128205 0.0403342 0.0500801 11.4 11.6 1211 0 10 82
11.7 0 0 0 0 1 0 0 0.0769231 0 11.6 11.8 281 0 0 11
11.9 0 0 0 0 0 0 0 0 0 11.8 12 41 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 3 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
