#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.857831 0.117169 0.112369 0.851852 0.148148 0.15362 0 0 0 7.2 7.4 552341 24819 2971 0
7.5 0.861991 0.0943583 0.111124 0.836066 0.12779 0.144939 0 0 0 7.4 7.6 435480 24280 2821 0
7.7 0.821429 0.109987 0.0767478 0.792683 0.123485 0.0717527 0 0 0 7.6 7.8 334592 21920 2592 0
7.9 0.863322 0.063951 0.115858 0.817204 0.0827957 0.120197 0 0 0 7.8 8 252680 19244 2214 0
8.1 0.852848 0.0635399 0.102848 0.807692 0.108974 0.115808 0 0 0 8 8.2 188453 16132 1958 0
8.3 0.846924 0.064007 0.0823469 0.714286 0.198758 0.0111607 0 0 0 8.2 8.4 141273 13375 1671 0
8.5 0.855639 0.0673438 0.0834082 0.783784 0.0906348 0.106641 0 0 0 8.4 8.6 105032 11186 1358 0
8.7 0.855705 0.0544077 0.0736535 0.725664 0.136405 0.0438455 0 0 0 8.6 8.8 78526 8670 1112 0
8.9 0.871893 0.051348 0.0642006 0.8 0.093617 0.109091 0 0 0 8.8 9 57616 6620 976 0
9.1 0.892421 0.03323 0.0813969 0.839416 0.0512089 0.148296 0 0 0 9 9.2 42355 4650 819 0
9.3 0.876866 0.0352222 0.0789065 0.778689 0.0735842 0.0837079 0 0 0 9.2 9.4 30869 3017 683 0
9.5 0.91411 0.00796747 0.0908781 0.865672 0.00932837 0.168424 0 0 0 9.4 9.6 22409 1765 576 0
9.7 0.906977 0.0403917 0.0615661 0.80303 0.0522329 0.136364 0 0 0 9.6 9.8 16325 936 478 0
9.9 0.948718 0.024255 0.067362 0.769231 0.0542986 0.119942 0 0 0 9.8 10 11381 396 395 0
10.1 1 0 0.12 0.723577 0.0667453 0.0706847 0 0 0 10 10.2 8398 195 318 0
10.3 1 0 0.181818 0.759615 0.0248674 0.074576 0 0 0 10.2 10.4 6044 87 284 0
10.5 0.5 0.5 0 0.775 0.0353448 0.108333 0 0 0 10.4 10.6 4161 23 187 0
10.7 1 0 1 0.765957 0.0818686 0.0492908 0 0 0 10.6 10.8 2840 13 139 0
10.9 1 0 1 0.767442 0.089701 0.0377122 0 0 0 10.8 11 1742 5 120 0
11.1 1 0 1 0.814815 0.0851852 0.058058 0 0 0 11 11.2 949 2 54 0
11.3 0 0 0 1 0 0.25 0 0 0 11.2 11.4 427 0 22 0
11.5 0 0 0 1 0 0 0 0 0 11.4 11.6 126 0 4 0
11.7 0 0 0 0 0 0 0 0 0 11.6 11.8 21 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 5 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
