#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0106358 0.0723368 0.0106358 8.625 8.875 29335
9.00 0.0154203 0.0950093 0.0154013 8.875 9.125 52658
9.25 0.0105996 0.0822936 0.0105916 9.125 9.375 250858
9.50 0.00878138 0.0677052 0.00873964 9.375 9.625 1.00633e+06
9.75 0.0101803 0.0806996 0.00992964 9.625 9.875 2.84502e+06
10.00 0.00789396 0.0701757 0.00769761 9.875 10.125 3.81988e+06
10.25 0.00658264 0.0642963 0.00646488 10.125 10.375 2.71077e+06
10.50 0.00590643 0.0600837 0.00556265 10.375 10.625 1.69747e+06
10.75 0.0060919 0.0602584 0.0046261 10.625 10.875 1.05402e+06
11.00 0.0074804 0.0615996 0.00145544 10.875 11.125 637934
11.25 0.0144289 0.0570544 -0.00533926 11.125 11.375 368289
11.50 0.0396859 0.0503571 -0.0100616 11.375 11.625 212947
11.75 0.108426 0.048608 0 11.625 11.875 122775
12.00 0.261066 0.0408255 0.0112923 11.875 12.125 70082
12.25 0.507106 0.0291294 0.0351317 12.125 12.375 39684
12.50 0.757526 0.0418793 0.0726049 12.375 12.625 22089
12.75 0.910894 0.0270658 0.0680242 12.625 12.875 12098
13.00 0.961257 0.00862038 0.0299488 12.875 13.125 6427
13.25 0.965413 0.00972384 0.00907671 13.125 13.375 3296
13.50 0.970607 0.00626838 0.00694746 13.375 13.625 1599
13.75 0.979564 0.00810724 0.00813544 13.625 13.875 734
14.00 0.976667 0.02 0 13.875 14.125 300
14.25 0.990196 0.00980395 0 14.125 14.375 102
14.50 1 0 0.05 14.375 14.625 20
14.75 1 0 0 14.625 14.875 4
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
