#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0571579 0 8.625 8.875 178278
9.00 0 0.0914137 0 8.875 9.125 289333
9.25 9.65726e-07 0.0796425 9.65726e-07 9.125 9.375 1.03549e+06
9.50 2.14018e-05 0.0617731 2.07433e-05 9.375 9.625 3.03713e+06
9.75 0.000103203 0.0786338 9.70113e-05 9.625 9.875 4.8448e+06
10.00 0.000221463 0.0684119 0.000205891 9.875 10.125 3.78844e+06
10.25 0.000654252 0.0689238 0.000605691 10.125 10.375 2.35383e+06
10.50 0.00196238 0.0759447 0.00174315 10.375 10.625 1.42378e+06
10.75 0.00467334 0.0766803 0.00384458 10.625 10.875 789372
11.00 0.0104387 0.0761203 0.00757513 10.875 11.125 416719
11.25 0.0223854 0.074972 0.0143078 11.125 11.375 214202
11.50 0.0422781 0.0704191 0.0229137 11.375 11.625 106580
11.75 0.0791482 0.0772238 0.034978 11.625 11.875 51751
12.00 0.139268 0.0844818 0.0438894 11.875 12.125 24119
12.25 0.232186 0.0788279 0.0466601 12.125 12.375 10315
12.50 0.34083 0.0821755 0.055182 12.375 12.625 4313
12.75 0.450752 0.0916552 0.0629275 12.625 12.875 1462
13.00 0.610136 0.101365 0.0740741 12.875 13.125 513
13.25 0.730435 0.0956522 0.0521739 13.125 13.375 115
13.50 0.862069 0.103448 0.172414 13.375 13.625 29
13.75 1 0 0 13.625 13.875 1
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
