#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000297809 0.074197 0.000293941 8.625 8.875 258555
9.00 0.000505852 0.0945533 0.000496171 8.875 9.125 413164
9.25 0.000698729 0.0800117 0.000688131 9.125 9.375 1.32097e+06
9.50 0.00123041 0.0629458 0.00117262 9.375 9.625 3.32248e+06
9.75 0.00296291 0.0788735 0.00280832 9.625 9.875 4.08821e+06
10.00 0.00378053 0.0839105 0.00356125 9.875 10.125 2.90938e+06
10.25 0.00766941 0.0887077 0.00710599 10.125 10.375 1.66753e+06
10.50 0.0132747 0.0879613 0.0117418 10.375 10.625 888680
10.75 0.019706 0.0871883 0.0162047 10.625 10.875 444586
11.00 0.0313526 0.0878095 0.023766 10.875 11.125 214783
11.25 0.0452735 0.0976402 0.0307573 11.125 11.375 98645
11.50 0.0651538 0.10018 0.0379162 11.375 11.625 42745
11.75 0.0984727 0.101447 0.0532843 11.625 11.875 17416
12.00 0.135283 0.102906 0.0617002 11.875 12.125 6564
12.25 0.195312 0.106158 0.0680147 12.125 12.375 2176
12.50 0.244863 0.121575 0.0496575 12.375 12.625 584
12.75 0.335484 0.122581 0.0645161 12.625 12.875 155
13.00 0.366667 0.1 0.1 12.875 13.125 30
13.25 1 0 0 13.125 13.375 2
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
