#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000112961 0.0742982 0.000112961 8.625 8.875 230167
9.00 0.000159429 0.0985327 0.000159429 8.875 9.125 370070
9.25 0.000304714 0.0828127 0.000299116 9.125 9.375 1.25035e+06
9.50 0.00068597 0.0666876 0.000667294 9.375 9.625 3.37332e+06
9.75 0.00163404 0.0753586 0.00156221 9.625 9.875 4.39954e+06
10.00 0.00223178 0.0789907 0.00208409 9.875 10.125 3.24494e+06
10.25 0.00518259 0.0839679 0.0046857 10.125 10.375 1.89095e+06
10.50 0.00972902 0.0861564 0.00852903 10.375 10.625 1.04605e+06
10.75 0.0152765 0.0848543 0.012358 10.625 10.875 536182
11.00 0.0252716 0.0846306 0.0182337 10.875 11.125 267652
11.25 0.040246 0.0907485 0.025828 11.125 11.375 126845
11.50 0.0608614 0.093185 0.0348926 11.375 11.625 57787
11.75 0.0939869 0.096093 0.04347 11.625 11.875 24663
12.00 0.139468 0.102295 0.0576895 11.875 12.125 10074
12.25 0.204059 0.0947346 0.0567745 12.125 12.375 3646
12.50 0.277635 0.106255 0.0548415 12.375 12.625 1167
12.75 0.342373 0.122034 0.0542373 12.625 12.875 295
13.00 0.450704 0.112676 0.126761 12.875 13.125 71
13.25 0.666667 0.111111 0.111111 13.125 13.375 9
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
