#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 9.46042e-06 0.072727 9.46042e-06 8.625 8.875 211407
9.00 7.64569e-05 0.105358 7.64569e-05 8.875 9.125 340061
9.25 0.000110572 0.0890004 0.000109715 9.125 9.375 1.16666e+06
9.50 0.000303786 0.0633709 0.000295037 9.375 9.625 3.31483e+06
9.75 0.000838406 0.073958 0.000800207 9.625 9.875 4.63379e+06
10.00 0.00123083 0.0746125 0.0011672 9.875 10.125 3.47488e+06
10.25 0.00303535 0.0780546 0.00279074 10.125 10.375 2.06994e+06
10.50 0.00653948 0.0847899 0.00576183 10.375 10.625 1.18144e+06
10.75 0.0116038 0.0806742 0.00953286 10.625 10.875 622037
11.00 0.0200141 0.0812641 0.0147857 10.875 11.125 317177
11.25 0.0343326 0.0838107 0.0224367 11.125 11.375 154809
11.50 0.0565118 0.0850866 0.0303897 11.375 11.625 72799
11.75 0.088941 0.0933122 0.0395346 11.625 11.875 32842
12.00 0.141859 0.09486 0.052528 11.875 12.125 13880
12.25 0.215697 0.0839189 0.0587267 12.125 12.375 5466
12.50 0.293397 0.0845346 0.0548456 12.375 12.625 1878
12.75 0.383244 0.112299 0.0695187 12.625 12.875 561
13.00 0.510345 0.144828 0.0620689 12.875 13.125 145
13.25 0.655172 0.103448 0.0689655 13.125 13.375 29
13.50 1 0 0.5 13.375 13.625 2
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
