#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00265313 0.0718637 0.00265313 8.625 8.875 30530
9.00 0.00485686 0.105953 0.00483853 8.875 9.125 54562
9.25 0.00318599 0.0984375 0.00317836 9.125 9.375 262085
9.50 0.00242846 0.0744205 0.00240892 9.375 9.625 1.07476e+06
9.75 0.00257459 0.0814368 0.00239826 9.625 9.875 2.98883e+06
10.00 0.00192971 0.0691976 0.00181653 9.875 10.125 3.88763e+06
10.25 0.00163171 0.0651698 0.00157765 10.125 10.375 2.73762e+06
10.50 0.00150585 0.0642576 0.00141054 10.375 10.625 1.71199e+06
10.75 0.00152781 0.0642249 0.000805081 10.625 10.875 1.06296e+06
11.00 0.00215825 0.064316 -0.00093977 10.875 11.125 639870
11.25 0.00643474 0.0604057 -0.00607661 11.125 11.375 368158
11.50 0.0264715 0.0551927 -0.00999507 11.375 11.625 211624
11.75 0.0877847 0.0548363 -0.000179313 11.625 11.875 121741
12.00 0.237132 0.0476719 0.0136935 11.875 12.125 69046
12.25 0.502952 0.0337747 0.038013 12.125 12.375 38956
12.50 0.774218 0.0457964 0.0873272 12.375 12.625 21503
12.75 0.920044 0.0279389 0.0709781 12.625 12.875 11719
13.00 0.96641 0.00522935 0.0294124 12.875 13.125 6103
13.25 0.969893 0.00636703 0.0100486 13.125 13.375 3089
13.50 0.974565 0.00666833 0.0019713 13.375 13.625 1494
13.75 0.974513 0.00899547 0.00299853 13.625 13.875 667
14.00 0.98008 0.0119522 0.00796813 13.875 14.125 251
14.25 0.965517 0.0344828 0 14.125 14.375 87
14.50 1 0 0 14.375 14.625 13
14.75 1 0 0 14.625 14.875 2
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
