#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0664097 0 8.625 8.875 122693
9.00 9.71176e-06 0.101517 4.85588e-06 8.875 9.125 205936
9.25 3.7579e-06 0.0853294 1.25263e-06 9.125 9.375 798318
9.50 1.57034e-06 0.0638091 -5.68434e-13 9.375 9.625 2.54722e+06
9.75 1.02327e-05 0.0745164 4.26186e-07 9.625 9.875 4.69085e+06
10.00 1.28234e-05 0.0651679 3.36422e-09 9.875 10.125 4.05508e+06
10.25 2.27332e-05 0.0607131 1.70426e-05 10.125 10.375 2.63931e+06
10.50 0.000114202 0.0672531 0.000102157 10.375 10.625 1.6462e+06
10.75 0.000540075 0.0691875 0.00045875 10.625 10.875 966532
11.00 0.00231352 0.06757 0.00169143 10.875 11.125 526903
11.25 0.00826739 0.066254 0.00498199 11.125 11.375 282556
11.50 0.0240123 0.0639423 0.0108145 11.375 11.625 149673
11.75 0.0604828 0.0616825 0.0191571 11.625 11.875 77956
12.00 0.134304 0.0614911 0.0246366 11.875 12.125 39135
12.25 0.263075 0.0622416 0.0439663 12.125 12.375 19006
12.50 0.449389 0.0741265 0.0602342 12.375 12.625 8763
12.75 0.647752 0.0918094 0.0778908 12.625 12.875 3736
13.00 0.819386 0.0808926 0.112273 12.875 13.125 1434
13.25 0.89662 0.0515869 0.0854871 13.125 13.375 503
13.50 0.961039 0.0260578 0.0394703 13.375 13.625 154
13.75 0.96 0 0.08 13.625 13.875 25
14.00 1 0 0 13.875 14.125 3
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
