#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0688058 0 8.625 8.875 39081
9.00 1.42525e-05 0.108006 1.42525e-05 8.875 9.125 70163
9.25 5.96937e-06 0.0941876 2.98468e-06 9.125 9.375 335044
9.50 1.54855e-05 0.0680213 2.94962e-06 9.375 9.625 1.35610e+06
9.75 0.000118403 0.0785559 2.13416e-05 9.625 9.875 3.42054e+06
10.00 7.56612e-05 0.0676838 1.89706e-05 9.875 10.125 4.05756e+06
10.25 1.1765e-05 0.0613499 -6.13181e-09 10.125 10.375 2.80492e+06
10.50 3.43147e-06 0.0611669 -4.58097e-06 10.375 10.625 1.74852e+06
10.75 2.67536e-05 0.0626592 -1.97849e-05 10.625 10.875 1.08397e+06
11.00 0.000175611 0.0617844 -0.000212363 10.875 11.125 637775
11.25 0.0015979 0.0603875 -0.00115746 11.125 11.375 362351
11.50 0.0116746 0.0575935 -0.000853843 11.375 11.625 206088
11.75 0.0548262 0.0553391 0.00253781 11.625 11.875 116386
12.00 0.183443 0.0577661 0.025023 11.875 12.125 65170
12.25 0.460098 0.0502549 0.038728 12.125 12.375 35875
12.50 0.778183 0.0801373 0.102056 12.375 12.625 19462
12.75 0.937004 0.0267085 0.0784795 12.625 12.875 10080
13.00 0.968025 0.00248283 0.0284774 12.875 13.125 5129
13.25 0.972335 0.00349438 0.0046593 13.125 13.375 2458
13.50 0.973198 0.00823212 0.00277263 13.375 13.625 1082
13.75 0.983871 0.00230414 0.00456065 13.625 13.875 434
14.00 0.975309 0.0123457 0 13.875 14.125 162
14.25 1 0 0 14.125 14.375 30
14.50 1 0 0 14.375 14.625 4
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
