#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.59238e-05 0.0650966 1.59238e-05 8.625 8.875 62799
9.00 2.71096e-05 0.0986517 1.80731e-05 8.875 9.125 110662
9.25 2.03936e-06 0.0817479 2.03936e-06 9.125 9.375 490349
9.50 1.15589e-05 0.0641121 3.85296e-06 9.375 9.625 1.81679e+06
9.75 5.89332e-05 0.0754834 2.14759e-05 9.625 9.875 4.00453e+06
10.00 4.8586e-05 0.0678177 2.32203e-05 9.875 10.125 4.17816e+06
10.25 7.79752e-06 0.0611665 2.12276e-06 10.125 10.375 2.82141e+06
10.50 5.68711e-06 0.0617843 -4.65798e-09 10.375 10.625 1.75836e+06
10.75 2.13015e-05 0.0628983 2.45083e-07 10.625 10.875 1.07974e+06
11.00 0.000171029 0.0618123 4.47476e-06 10.875 11.125 613931
11.25 0.00149379 0.0617198 6.07003e-05 11.125 11.375 342084
11.50 0.00971247 0.0597062 0.000208618 11.375 11.625 190168
11.75 0.0424304 0.0630735 0.00326341 11.625 11.875 104524
12.00 0.141768 0.0576119 0.0189095 11.875 12.125 56656
12.25 0.36391 0.0432582 0.0348088 12.125 12.375 29859
12.50 0.665891 0.0920716 0.0832119 12.375 12.625 15462
12.75 0.879477 0.0624229 0.0993064 12.625 12.875 7650
13.00 0.959909 0.0130408 0.0513099 12.875 13.125 3517
13.25 0.969816 0.0065617 0.00787401 13.125 13.375 1524
13.50 0.988136 0.00336105 0.00677967 13.375 13.625 590
13.75 0.986239 6.28233e-05 0.00458717 13.625 13.875 218
14.00 0.97619 0.0238096 0 13.875 14.125 42
14.25 1 0 0 14.125 14.375 7
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
