#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.973055 0.0144578 0.0552232 0.983054 0.005642 0.05445 0.984557 0.00470728 0.0585528 7.2 7.4 730805 24518 24160 19378
7.5 0.971531 0.0155656 0.0538308 0.986 0.00480187 0.0554294 0.977393 0.0115625 0.0491496 7.4 7.6 616419 22872 22834 17883
7.7 0.974437 0.0102685 0.0579092 0.981685 0.00762129 0.050253 0.985308 0.00463521 0.0522977 7.6 7.8 509335 20733 20028 16174
7.9 0.966889 0.0139688 0.0501236 0.981837 0.00759959 0.0507953 0.984239 0.00444996 0.0489813 7.8 8 412181 18209 17708 13920
8.1 0.963667 0.0140499 0.047389 0.980413 0.00489444 0.0499855 0.98395 0.0047009 0.049614 8 8.2 331910 16124 15650 11944
8.3 0.971769 0.00373048 0.0550134 0.982538 0.00227654 0.0503763 0.979404 0.00553209 0.0477133 8.2 8.4 271520 15065 14103 10719
8.5 0.968513 0.00414312 0.0518923 0.983435 -0.000614047 0.0535129 0.982449 0.00191873 0.0477958 8.4 8.6 222466 13740 12497 9206
8.7 0.954839 0.0104735 0.0433014 0.975016 0.00391906 0.0458093 0.979149 0.00358939 0.0461683 8.6 8.8 178512 11974 10641 7864
8.9 0.951897 0.00634348 0.0407931 0.972927 -0.00146896 0.0503325 0.975531 0.00131488 0.0479291 8.8 9 143864 10359 8966 6555
9.1 0.944343 0.00327784 0.0369803 0.95916 0.00540262 0.0443637 0.963345 0.00730038 0.0447294 9 9.2 117883 8912 7545 5470
9.3 0.9375 -0.00113976 0.0366993 0.947586 0.00223655 0.0464131 0.95726 0.00244284 0.0507494 9.2 9.4 98493 7386 6427 4689
9.5 0.912582 0.01519 0.0238026 0.925858 0.00728726 0.0429481 0.926012 0.0177043 0.0375404 9.4 9.6 84246 5841 5585 4177
9.7 0.921906 -0.00119865 0.0358624 0.874379 0.0231885 0.0316234 0.902605 0.0143463 0.0388036 9.6 9.8 72875 4376 5023 3824
9.9 0.907368 0.0047195 0.0310915 0.821364 0.0325096 0.0227854 0.837732 0.0306244 0.029259 9.8 10 63444 2900 4455 3474
10.1 0.905316 0.00515735 0.0277646 0.751779 0.0334319 0.0145245 0.782531 0.0271854 0.0188725 10 10.2 57012 1737 4211 3121
10.3 0.88255 0.0102111 0.0423137 0.681392 0.0272657 0.0181543 0.697772 0.0335792 0.015223 10.2 10.4 50669 842 3923 2857
10.5 0.853147 0.0240461 0.0421233 0.615488 0.0229127 0.020664 0.602183 0.022745 0.0258734 10.4 10.6 44506 359 3634 2595
10.7 0.839286 0.025121 0.0665585 0.555556 0.0214078 0.0243496 0.51291 0.0234962 0.0122334 10.6 10.8 35094 118 2732 2096
10.9 0.809524 0.0571429 0.0726817 0.555263 0.00401026 0.0610997 0.413434 0.0238351 0.0280387 10.8 11 23723 32 1697 1467
11.1 0.8 0.2 0.3 0.534606 0.00772786 0.0526474 0.275109 0.0282762 0.0274901 11 11.2 12922 10 639 861
11.3 0 1 0 0.577586 -0.00615764 0.146817 0.187919 0.0219571 0.044597 11.2 11.4 5227 0 168 337
11.5 0 0 0 0.2 0.466667 -0.05 0.204819 -0.00481927 0.106459 11.4 11.6 1683 0 5 89
11.7 0 0 0 0 0 0 0 0.1 0 11.6 11.8 456 0 1 17
11.9 0 0 0 0 0 0 0 0 0 11.8 12 107 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 8 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
