#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.963081 0.0115709 0.0501588 0.96977 0.00988615 0.0444293 0.974209 0.0076738 0.0472086 7.2 7.4 745660 22420 23466 19997
7.5 0.961867 0.0158802 0.0426907 0.970528 0.0109605 0.0404025 0.975231 0.00894552 0.0411971 7.4 7.6 638389 21718 22622 19125
7.7 0.963052 0.0147212 0.0449878 0.976252 0.00750488 0.0434563 0.977282 0.00847709 0.0428934 7.6 7.8 532124 19754 20543 17217
7.9 0.957583 0.0153733 0.0435505 0.975722 0.00740695 0.041146 0.97499 0.00966907 0.04231 7.8 8 432194 17618 18250 15312
8.1 0.942626 0.0208789 0.0326535 0.973811 0.00778836 0.0381973 0.97219 0.0111228 0.0355465 8 8.2 347393 15341 15917 13154
8.3 0.955498 0.00872052 0.0420696 0.972717 0.00517154 0.0403658 0.97512 0.00489992 0.0426124 8.2 8.4 280275 13488 14126 11468
8.5 0.951236 0.00938934 0.0423127 0.973472 0.00366199 0.0416103 0.973795 0.00374621 0.0414933 8.4 8.6 230783 12644 12689 10261
8.7 0.937772 0.0147045 0.0335793 0.963363 0.00751263 0.0387073 0.971584 0.00441331 0.0367891 8.6 8.8 189144 11415 10981 8824
8.9 0.933875 0.00855935 0.0373484 0.958886 0.00282788 0.0383714 0.969676 0.00351167 0.0385895 8.8 9 153335 9938 9282 7445
9.1 0.916544 0.011137 0.0310422 0.947479 0.00665444 0.0350436 0.956718 0.00686151 0.034837 9 9.2 125343 8671 7785 6221
9.3 0.911015 0.00409198 0.0369072 0.933311 0.00638145 0.0344231 0.948514 0.00546241 0.0389663 9.2 9.4 104386 7096 6618 5316
9.5 0.8805 0.0141498 0.025508 0.904247 0.0149403 0.0276027 0.930851 0.00445551 0.0432948 9.4 9.6 88501 5665 5716 4695
9.7 0.887425 0.00471663 0.031755 0.87464 0.0183296 0.0254154 0.903412 0.0141287 0.0323516 9.6 9.8 75251 4080 4983 4088
9.9 0.876645 0.0093202 0.0333476 0.82286 0.0252315 0.0231052 0.857493 0.0223712 0.024704 9.8 10 64878 2839 4359 3750
10.1 0.890263 -0.00269657 0.0404459 0.743982 0.0409087 0.0125337 0.792222 0.0240065 0.0202236 10 10.2 56815 1579 4062 3333
10.3 0.86039 0.0181354 0.0270563 0.671706 0.0317143 0.0106238 0.69621 0.0378212 0.0119991 10.2 10.4 50114 774 3749 2925
10.5 0.816993 0.0392939 0.0318695 0.589612 0.0303798 0.0183148 0.625721 0.0248882 0.0172616 10.4 10.6 43549 299 3368 2655
10.7 0.731343 0.0623075 0.0424544 0.549123 0.0233491 0.0273591 0.520833 0.0221841 0.0190871 10.6 10.8 34723 123 2582 2198
10.9 0.677419 0.112054 0.0252454 0.507366 0.0308897 0.0238199 0.432667 0.0188318 0.0284307 10.8 11 23819 44 1562 1545
11.1 0.909091 0.013986 0.209091 0.569264 -0.00692308 0.118862 0.330612 0.0321329 0.0353995 11 11.2 12873 12 641 896
11.3 1 0 1 0.513043 0.0405279 0.109197 0.230303 0.033153 0.050425 11.2 11.4 5807 1 142 376
11.5 0 0 0 0.5 0 0.5 0.183333 0.0166667 0.0711838 11.4 11.6 2073 0 12 127
11.7 0 0 0 0 1 0 0.0666667 0.0583333 0.0666667 11.6 11.8 572 0 0 17
11.9 0 0 0 0 0 0 0 0 0 11.8 12 142 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 27 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 3 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
