#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0472155 0.0593534 0.0472155 8.625 8.875 26199
9.00 0.0682552 0.085303 0.0682552 8.875 9.125 46751
9.25 0.0557964 0.0767689 0.055742 9.125 9.375 220480
9.50 0.0392962 0.0574543 0.0389328 9.375 9.625 809112
9.75 0.0515438 0.0728613 0.0489169 9.625 9.875 2.25860e+06
10.00 0.0419547 0.0626601 0.0363066 9.875 10.125 3.469e+06
10.25 0.0376831 0.0565389 0.0271695 10.125 10.375 2.55483e+06
10.50 0.0372314 0.0510754 0.0183822 10.375 10.625 1.6142e+06
10.75 0.0449665 0.0447931 0.0102891 10.625 10.875 1.00295e+06
11.00 0.0645825 0.0380823 0.0022036 10.875 11.125 617861
11.25 0.0955325 0.0317998 -0.00212142 11.125 11.375 363803
11.50 0.149855 0.0285256 0.000422344 11.375 11.625 213360
11.75 0.234373 0.0216455 0.00936471 11.625 11.875 124801
12.00 0.355228 0.0187226 0.0171387 11.875 12.125 72590
12.25 0.502391 0.0181814 0.0339724 12.125 12.375 41826
12.50 0.656299 0.0280765 0.0520957 12.375 12.625 23759
12.75 0.793405 0.0282038 0.0617174 12.625 12.875 13616
13.00 0.87899 0.025615 0.0588473 12.875 13.125 7487
13.25 0.93062 0.0123568 0.047623 13.125 13.375 4079
13.50 0.967834 0.00378424 0.0307474 13.375 13.625 2114
13.75 0.980189 0.00560677 0.0368459 13.625 13.875 1060
14.00 0.977642 0.00613052 0.0165767 13.875 14.125 492
14.25 0.990654 0.00467288 0.0235181 14.125 14.375 214
14.50 1 0 0.0416667 14.375 14.625 48
14.75 1 0 0 14.625 14.875 19
15.00 1 0 0 14.875 15.125 1
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
