#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00514053 0.0694639 0.00514053 8.625 8.875 29958
9.00 0.00848654 0.10247 0.0084494 8.875 9.125 53850
9.25 0.00592676 0.0899319 0.00592287 9.125 9.375 257139
9.50 0.00498023 0.0707814 0.00495729 9.375 9.625 1.04614e+06
9.75 0.00540667 0.0798438 0.00521146 9.625 9.875 2.93008e+06
10.00 0.00425006 0.0696332 0.00412391 9.875 10.125 3.86066e+06
10.25 0.00365946 0.065564 0.00359459 10.125 10.375 2.72691e+06
10.50 0.003326 0.0631925 0.00319651 10.375 10.625 1.70595e+06
10.75 0.00328081 0.062763 0.00238314 10.625 10.875 1.05949e+06
11.00 0.00413839 0.0629453 -3.8357e-05 10.875 11.125 639138
11.25 0.00931084 0.0596083 -0.00532724 11.125 11.375 368388
11.50 0.0312404 0.0537983 -0.00955965 11.375 11.625 212289
11.75 0.0956097 0.0522813 -0.000217363 11.625 11.875 122111
12.00 0.246366 0.0452863 0.012876 11.875 12.125 69482
12.25 0.503041 0.0315814 0.0360885 12.125 12.375 39293
12.50 0.767773 0.0424682 0.0837437 12.375 12.625 21789
12.75 0.916169 0.0275074 0.0665725 12.625 12.875 11881
13.00 0.9616 0.00793642 0.0279856 12.875 13.125 6224
13.25 0.967844 0.008174 0.0101684 13.125 13.375 3172
13.50 0.974593 0.00521177 0.00454074 13.375 13.625 1535
13.75 0.971264 0.0157486 0.00152373 13.625 13.875 696
14.00 0.973978 0.0185874 0.000194907 13.875 14.125 269
14.25 0.978947 0.0210527 0.0105263 14.125 14.375 95
14.50 1 0 0 14.375 14.625 16
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
