#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0510729 0.0610969 0.0509586 8.625 8.875 26237
9.00 0.0815021 0.0931145 0.0813513 8.875 9.125 46416
9.25 0.0686842 0.0852653 0.0684487 9.125 9.375 216571
9.50 0.0442814 0.055016 0.0430584 9.375 9.625 781682
9.75 0.0632558 0.0778332 0.0566864 9.625 9.875 2.16946e+06
10.00 0.0515232 0.0650989 0.0396458 9.875 10.125 3.37989e+06
10.25 0.0473565 0.0577502 0.0276329 10.125 10.375 2.51558e+06
10.50 0.0501454 0.0523811 0.018153 10.375 10.625 1.59327e+06
10.75 0.0627938 0.0450367 0.0104418 10.625 10.875 990591
11.00 0.0887159 0.0373853 0.00477601 10.875 11.125 611142
11.25 0.125158 0.0284821 0.00291687 11.125 11.375 362110
11.50 0.182243 0.0243699 0.00588354 11.375 11.625 212968
11.75 0.264823 0.0194249 0.0133496 11.625 11.875 124808
12.00 0.371173 0.0171518 0.0191721 11.875 12.125 72780
12.25 0.498394 0.0202433 0.0350076 12.125 12.375 42039
12.50 0.634826 0.0339001 0.0503654 12.375 12.625 24120
12.75 0.761159 0.0407365 0.0628119 12.625 12.875 13733
13.00 0.853212 0.0363576 0.0602161 12.875 13.125 7705
13.25 0.907964 0.0227483 0.0592508 13.125 13.375 4194
13.50 0.95395 0.00746447 0.0495319 13.375 13.625 2215
13.75 0.977857 0.00352645 0.0424583 13.625 13.875 1129
14.00 0.984645 0.00383878 0.036568 13.875 14.125 521
14.25 0.982906 0.00427347 0.0299146 14.125 14.375 234
14.50 0.967213 0 0.0491803 14.375 14.625 61
14.75 0.96 0.04 0.08 14.625 14.875 25
15.00 1 0 0 14.875 15.125 2
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
