#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000121626 0.0743557 0.000121626 8.625 8.875 238435
9.00 0.000295248 0.0980042 0.000290068 8.875 9.125 386116
9.25 0.000423412 0.0820935 0.000418725 9.125 9.375 1.28008e+06
9.50 0.000852654 0.0655125 0.000816681 9.375 9.625 3.36362e+06
9.75 0.00202206 0.0773645 0.00190944 9.625 9.875 4.3065e+06
10.00 0.00267797 0.0803858 0.00251449 9.875 10.125 3.1382e+06
10.25 0.00584722 0.0857298 0.00533606 10.125 10.375 1.82052e+06
10.50 0.0109679 0.0862009 0.00958704 10.375 10.625 996456
10.75 0.0170906 0.0872911 0.0138558 10.625 10.875 506010
11.00 0.0272472 0.0854245 0.0204867 10.875 11.125 250228
11.25 0.0412136 0.0930128 0.0270572 11.125 11.375 117437
11.50 0.0633838 0.097047 0.0368164 11.375 11.625 52616
11.75 0.0939037 0.100849 0.0447655 11.625 11.875 22161
12.00 0.139131 0.104912 0.0604288 11.875 12.125 8819
12.25 0.204955 0.0990991 0.0659588 12.125 12.375 3108
12.50 0.266945 0.106361 0.0490094 12.375 12.625 959
12.75 0.326446 0.103306 0.053719 12.625 12.875 242
13.00 0.454545 0.127273 0.109091 12.875 13.125 55
13.25 0.714286 0 0.142857 13.125 13.375 7
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
