#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00363293 0.057412 0.00343219 8.625 8.875 204243
9.00 0.00512726 0.0722999 0.00491507 8.875 9.125 287483
9.25 0.00513992 0.0630047 0.00481779 9.125 9.375 701567
9.50 0.00791757 0.0718701 0.00721602 9.375 9.625 1.25152e+06
9.75 0.012478 0.0895911 0.0112082 9.625 9.875 1.12942e+06
10.00 0.0144685 0.0932115 0.0128988 9.875 10.125 620382
10.25 0.0209082 0.0989363 0.0181663 10.125 10.375 273147
10.50 0.0277798 0.100388 0.023589 10.375 10.625 107848
10.75 0.0349591 0.107403 0.0292041 10.625 10.875 39818
11.00 0.048786 0.108031 0.0367459 10.875 11.125 13385
11.25 0.0585052 0.123594 0.0422597 11.125 11.375 3880
11.50 0.0745968 0.122984 0.0554436 11.375 11.625 992
11.75 0.0985222 0.123153 0.0541872 11.625 11.875 203
12.00 0.151515 0.0909091 0.121212 11.875 12.125 33
12.25 0 0.2 0 12.125 12.375 5
12.50 0 0 0 12.375 12.625 1
12.75 0 0 0 12.625 12.875 0
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
