#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000633505 0.058671 0.000612505 8.625 8.875 285712
9.00 0.000947735 0.0756086 0.000917092 8.875 9.125 456879
9.25 0.00146055 0.0711077 0.00140429 9.125 9.375 1.38646e+06
9.50 0.00266545 0.0647462 0.00254428 9.375 9.625 3.08653e+06
9.75 0.0048055 0.0773595 0.00453157 9.625 9.875 3.44251e+06
10.00 0.00708222 0.0924504 0.00656786 9.875 10.125 2.38146e+06
10.25 0.0131472 0.101553 0.0119623 10.125 10.375 1.30948e+06
10.50 0.0187416 0.0929406 0.0162755 10.375 10.625 658429
10.75 0.0252169 0.0908958 0.0204045 10.625 10.875 314234
11.00 0.0369427 0.0994103 0.0277554 10.875 11.125 144846
11.25 0.0535314 0.109059 0.0359824 11.125 11.375 62001
11.50 0.0752874 0.108972 0.0475521 11.375 11.625 24878
11.75 0.104326 0.108819 0.0650556 11.625 11.875 9269
12.00 0.136272 0.114065 0.0672947 11.875 12.125 2972
12.25 0.16545 0.113139 0.0656934 12.125 12.375 822
12.50 0.267606 0.0985915 0.0751174 12.375 12.625 213
12.75 0.255814 0.232558 0.0930233 12.625 12.875 43
13.00 0.5 0 0.25 12.875 13.125 4
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
