#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1 0 0.133333 1 0 0.125203 0.991597 0.00840336 0.12825 7.2 7.4 683813 30476 23316 10287
7.5 0.989247 0.0107527 0.0931728 0.995305 0.00469482 0.0931726 1 0 0.127714 7.4 7.6 549497 27547 20424 9054
7.7 1 0 0.10892 0.993902 0.00609756 0.0929329 1 0 0.0962733 7.6 7.8 447750 26350 18520 7858
7.9 0.991803 0.00819671 0.0936835 1 0 0.112895 1 0 0.11074 7.8 8 370814 24838 16703 7074
8.1 0.991667 0.00341934 0.095589 1 0 0.103367 1 0 0.105148 8 8.2 304333 23468 15084 6342
8.3 0.991667 -0.00156766 0.100132 1 -0.00207037 0.101161 1 -0.00510204 0.124363 8.2 8.4 242711 20670 12838 5232
8.5 0.973333 0.0164729 0.0846071 0.992481 0.000363111 0.100051 0.934426 0.0556728 0.0702958 8.4 8.6 190392 17323 10883 4304
8.7 0.987342 -0.00610852 0.0993909 0.948571 0.0358845 0.0773054 0.927536 0.0507246 0.102596 8.6 8.8 148341 14632 8921 3524
8.9 0.973684 0.00487959 0.0781618 0.925439 0.0447107 0.0722377 0.931035 0.0291927 0.118026 8.8 9 115849 11945 7207 2995
9.1 0.984436 -0.00885314 0.0782157 0.91989 0.0412533 0.0661346 0.764228 0.158849 -0.0296986 9 9.2 91681 9354 6196 2388
9.3 0.954839 0.0125526 0.0466608 0.880174 0.0593342 0.0610439 0.855721 0.0612746 0.0861012 9.2 9.4 74375 7369 5132 2089
9.5 0.946203 0.00860631 0.0429767 0.826399 0.0685023 0.0615118 0.787879 0.0787879 0.0606061 9.4 9.6 62562 5302 4729 1836
9.7 0.943061 0.00740385 0.0472859 0.791939 0.0585706 0.0592748 0.78098 0.0728526 0.077655 9.6 9.8 54374 3816 4305 1550
9.9 0.935484 0.00925297 0.0332617 0.744148 0.0517363 0.04324 0.731809 0.075483 0.0464154 9.8 10 49128 2570 4104 1613
10.1 0.926554 0.00495321 0.0395758 0.72043 0.0328537 0.0413024 0.65247 0.0723726 0.0372321 10 10.2 45921 1446 3941 1492
10.3 0.87069 0.0392203 0.0206896 0.66147 0.0283668 0.03338 0.58543 0.0706906 0.0151712 10.2 10.4 43542 833 3839 1503
10.5 0.893939 0.0227273 0.0314394 0.619281 0.0305403 0.0201694 0.568271 0.031287 0.0353513 10.4 10.6 38824 371 3489 1317
10.7 0.935484 -0.00525129 0.0917339 0.633962 0.00543165 0.0369281 0.472879 0.0214713 0.0241987 10.6 10.8 31001 114 2695 1106
10.9 0.862069 0.0579311 0.0543767 0.602687 0.0197113 0.0442346 0.423895 0.0167827 0.0302444 10.8 11 20371 49 1664 825
11.1 0.875 0.125 0.125 0.625835 0.00637156 0.0792031 0.356974 0.00438964 0.0507539 11 11.2 10349 11 657 511
11.3 1 0 1 0.628099 0.00296873 0.103509 0.321429 0.0223214 0.0558918 11.2 11.4 3704 1 181 188
11.5 0 1 0 0.875 -0.075 0.375 0.222222 0.0277778 0.0945626 11.4 11.6 877 0 12 56
11.7 0 0 0 0.5 0 0.5 0 0.125 0 11.6 11.8 169 0 2 8
11.9 0 0 0 0 0 0 0 0 0 11.8 12 26 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
