#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0757402 0.0618012 0.0687267 8.625 8.875 34077
9.00 0.12031 0.103053 0.108607 8.875 9.125 55282
9.25 0.107112 0.0989607 0.0954711 9.125 9.375 236417
9.50 0.0647268 0.0646753 0.0504294 9.375 9.625 758110
9.75 0.107571 0.0894037 0.0591068 9.625 9.875 2.00433e+06
10.00 0.0959545 0.0677875 0.0392179 9.875 10.125 3.1413e+06
10.25 0.0975905 0.0568819 0.0319897 10.125 10.375 2.40517e+06
10.50 0.109917 0.0485055 0.0278282 10.375 10.625 1.53637e+06
10.75 0.135048 0.0428164 0.0262266 10.625 10.875 955946
11.00 0.172153 0.0357465 0.0213528 10.875 11.125 591962
11.25 0.213512 0.0277327 0.0202306 11.125 11.375 354720
11.50 0.267952 0.0219205 0.0226528 11.375 11.625 210187
11.75 0.332701 0.016222 0.0259422 11.625 11.875 124322
12.00 0.409048 0.0209526 0.030803 11.875 12.125 72720
12.25 0.493614 0.0296797 0.039396 12.125 12.375 42355
12.50 0.588522 0.0474991 0.0457407 12.375 12.625 24604
12.75 0.683224 0.0457413 0.0597277 12.625 12.875 14354
13.00 0.761409 0.0496016 0.0589653 12.875 13.125 7976
13.25 0.820909 0.041503 0.0650463 13.125 13.375 4534
13.50 0.885738 0.0347551 0.0674034 13.375 13.625 2398
13.75 0.915549 0.0258608 0.0501487 13.625 13.875 1267
14.00 0.956661 0.0159193 0.035313 13.875 14.125 623
14.25 0.970199 0.01319 0.0392776 14.125 14.375 302
14.50 0.972222 0.0185185 0.037037 14.375 14.625 108
14.75 1 0 0.0238096 14.625 14.875 42
15.00 1 0 0 14.875 15.125 5
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
