#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 5.53001e-05 0.0729684 5.53001e-05 8.625 8.875 216998
9.00 9.78885e-05 0.10658 9.78885e-05 8.875 9.125 347334
9.25 0.000157927 0.0898849 0.000157087 9.125 9.375 1.19042e+06
9.50 0.000400964 0.0655719 0.000388714 9.375 9.625 3.34693e+06
9.75 0.00110548 0.0744004 0.00105859 9.625 9.875 4.56363e+06
10.00 0.0014951 0.0742465 0.00140244 9.875 10.125 3.41181e+06
10.25 0.00348212 0.0796034 0.00316218 10.125 10.375 2.01602e+06
10.50 0.00756052 0.0858298 0.00662425 10.375 10.625 1.13921e+06
10.75 0.0132117 0.0820602 0.0108217 10.625 10.875 593868
11.00 0.0221204 0.0831867 0.0163338 10.875 11.125 301215
11.25 0.0363218 0.0862759 0.0236319 11.125 11.375 145725
11.50 0.0581316 0.0863509 0.0311691 11.375 11.625 67588
11.75 0.0923789 0.093686 0.0423359 11.625 11.875 30245
12.00 0.145855 0.0944126 0.0564343 11.875 12.125 12581
12.25 0.212021 0.0898856 0.0580311 12.125 12.375 4825
12.50 0.288737 0.0956869 0.0547604 12.375 12.625 1607
12.75 0.354212 0.114471 0.0647948 12.625 12.875 463
13.00 0.512821 0.102564 0.0854701 12.875 13.125 117
13.25 0.727273 0.0909091 0.0454546 13.125 13.375 22
13.50 1 0 1 13.375 13.625 1
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
