#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0242925 0.0465457 0.0242925 8.625 8.875 27951
9.00 0.0371415 0.0688661 0.0371006 8.875 9.125 48921
9.25 0.0326938 0.06702 0.0326852 9.125 9.375 230961
9.50 0.0280987 0.0574974 0.0280478 9.375 9.625 864631
9.75 0.0353869 0.0707752 0.034864 9.625 9.875 2.44054e+06
10.00 0.0276809 0.0577106 0.0265262 9.875 10.125 3.59739e+06
10.25 0.0246981 0.05383 0.0219267 10.125 10.375 2.61292e+06
10.50 0.023196 0.0494441 0.0169942 10.375 10.625 1.64563e+06
10.75 0.0260878 0.0471994 0.0110491 10.625 10.875 1.02243e+06
11.00 0.0355948 0.0445763 0.0023036 10.875 11.125 627142
11.25 0.0571944 0.0381196 -0.0044199 11.125 11.375 365980
11.50 0.102792 0.034093 -0.0056006 11.375 11.625 214278
11.75 0.18841 0.0326672 0.00251852 11.625 11.875 124319
12.00 0.32684 0.0240495 0.0150663 11.875 12.125 71968
12.25 0.510101 0.0177674 0.0318903 12.125 12.375 41482
12.50 0.69595 0.0220912 0.0529395 12.375 12.625 23187
12.75 0.840669 0.0236229 0.0610983 12.625 12.875 13086
13.00 0.921992 0.013278 0.0492269 12.875 13.125 7230
13.25 0.961114 0.00658518 0.0350213 13.125 13.375 3806
13.50 0.979855 0.00170416 0.0284593 13.375 13.625 1936
13.75 0.974012 0.00721794 0.0180377 13.625 13.875 962
14.00 0.971496 0.0118765 0.0166271 13.875 14.125 421
14.25 0.988235 0 0.0176471 14.125 14.375 170
14.50 1 0 0.0277778 14.375 14.625 36
14.75 1 0 0 14.625 14.875 10
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
