#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0145606 0.050735 0.0145256 8.625 8.875 28639
9.00 0.0226113 0.0752201 0.0225916 8.875 9.125 50771
9.25 0.0183378 0.0671989 0.0183337 9.125 9.375 242504
9.50 0.0159008 0.06131 0.0158658 9.375 9.625 943158
9.75 0.0191918 0.0728415 0.0189011 9.625 9.875 2.68667e+06
10.00 0.0148609 0.061942 0.0145968 9.875 10.125 3.73834e+06
10.25 0.0129709 0.058498 0.0126746 10.125 10.375 2.67676e+06
10.50 0.0116644 0.0554309 0.0103953 10.375 10.625 1.67938e+06
10.75 0.0123908 0.0546684 0.00757924 10.625 10.875 1.04230e+06
11.00 0.0154539 0.0545937 0.00271495 10.875 11.125 634854
11.25 0.0264782 0.048426 -0.0049249 11.125 11.375 367926
11.50 0.0590246 0.0440316 -0.00941168 11.375 11.625 213826
11.75 0.137093 0.0441381 -0.000269011 11.625 11.875 123420
12.00 0.284681 0.0346827 0.0103344 11.875 12.125 70925
12.25 0.507944 0.0268188 0.0305606 12.125 12.375 40473
12.50 0.737857 0.0348762 0.062014 12.375 12.625 22503
12.75 0.887923 0.0311711 0.0617846 12.625 12.875 12545
13.00 0.950504 0.0157933 0.0337873 12.875 13.125 6748
13.25 0.969809 0.00686884 0.0178205 13.125 13.375 3511
13.50 0.967593 0.0115378 0.00523013 13.375 13.625 1728
13.75 0.970516 0.0135135 0.0023008 13.625 13.875 814
14.00 0.973837 0.0145349 0.00581396 13.875 14.125 344
14.25 0.97619 0.015873 0.015873 14.125 14.375 126
14.50 0.965517 0.0344828 0 14.375 14.625 29
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
