#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0797979 0.0620589 0.0715325 8.625 8.875 36417
9.00 0.124716 0.102194 0.109845 8.875 9.125 58164
9.25 0.10856 0.1008 0.0938827 9.125 9.375 243293
9.50 0.0685306 0.0666397 0.0511978 9.375 9.625 762083
9.75 0.116329 0.0924636 0.0610552 9.625 9.875 1.99253e+06
10.00 0.103792 0.0684893 0.041363 9.875 10.125 3.12005e+06
10.25 0.105354 0.0556951 0.0343911 10.125 10.375 2.39361e+06
10.50 0.118754 0.0480751 0.0301277 10.375 10.625 1.53035e+06
10.75 0.143846 0.0425232 0.0279954 10.625 10.875 952118
11.00 0.18195 0.0349511 0.0230202 10.875 11.125 589700
11.25 0.223014 0.0283664 0.0223361 11.125 11.375 353843
11.50 0.276387 0.0227842 0.0229456 11.375 11.625 209865
11.75 0.338828 0.0174374 0.0267272 11.625 11.875 124184
12.00 0.411079 0.0232499 0.0298366 11.875 12.125 72660
12.25 0.496067 0.031821 0.0375995 12.125 12.375 42331
12.50 0.587683 0.0455078 0.0443779 12.375 12.625 24697
12.75 0.675097 0.0499009 0.0532834 12.625 12.875 14392
13.00 0.755281 0.0479202 0.0548818 12.875 13.125 8001
13.25 0.814345 0.042766 0.0582635 13.125 13.375 4573
13.50 0.873486 0.0451279 0.0560591 13.375 13.625 2395
13.75 0.907393 0.0311762 0.0468011 13.625 13.875 1285
14.00 0.962025 0.00632906 0.0458861 13.875 14.125 632
14.25 0.970684 0.00334191 0.0423453 14.125 14.375 307
14.50 0.95614 0.0263158 0.0175439 14.375 14.625 114
14.75 1 0 0.047619 14.625 14.875 42
15.00 1 0 0 14.875 15.125 5
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
