#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0677227 0.0600712 0.0651722 8.625 8.875 29798
9.00 0.111915 0.0966839 0.106678 8.875 9.125 50029
9.25 0.0959121 0.102033 0.0898228 9.125 9.375 222683
9.50 0.0567855 0.0590948 0.0480158 9.375 9.625 755210
9.75 0.0923932 0.0886185 0.0599479 9.625 9.875 2.04137e+06
10.00 0.079848 0.0688863 0.0398359 9.875 10.125 3.20368e+06
10.25 0.0791749 0.0556484 0.027463 10.125 10.375 2.4362e+06
10.50 0.0885506 0.0505328 0.0221866 10.375 10.625 1.55293e+06
10.75 0.110777 0.0440331 0.0199554 10.625 10.875 966052
11.00 0.145153 0.0362512 0.015326 10.875 11.125 597652
11.25 0.187071 0.0273378 0.0150392 11.125 11.375 356988
11.50 0.243055 0.0205016 0.0167479 11.375 11.625 211059
11.75 0.312627 0.016145 0.0208915 11.625 11.875 124618
12.00 0.401757 0.0168422 0.0269137 11.875 12.125 72840
12.25 0.490419 0.0283554 0.0383034 12.125 12.375 42219
12.50 0.595165 0.042633 0.0514244 12.375 12.625 24489
12.75 0.698028 0.0462469 0.0613745 12.625 12.875 14200
13.00 0.780321 0.0491252 0.062085 12.875 13.125 7907
13.25 0.835517 0.0471541 0.0675192 13.125 13.375 4426
13.50 0.898575 0.0387422 0.0574849 13.375 13.625 2386
13.75 0.939394 0.0203762 0.0589061 13.625 13.875 1221
14.00 0.974747 0.0117618 0.0405148 13.875 14.125 594
14.25 0.97491 0.00710404 0.0430107 14.125 14.375 279
14.50 0.957447 0.0106383 0.0319149 14.375 14.625 94
14.75 0.972222 0.0277778 0.0277778 14.625 14.875 36
15.00 1 0 0 14.875 15.125 3
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
