#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0307522 0.0602573 0.0307522 8.625 8.875 28063
9.00 0.0419093 0.0853348 0.0418688 8.875 9.125 49464
9.25 0.03256 0.0754218 0.0325558 9.125 9.375 233845
9.50 0.0250731 0.0561005 0.0250301 9.375 9.625 883058
9.75 0.0304966 0.0702131 0.0300993 9.625 9.875 2.50175e+06
10.00 0.0247008 0.057582 0.0239819 9.875 10.125 3.63491e+06
10.25 0.0218698 0.0538073 0.0204098 10.125 10.375 2.63057e+06
10.50 0.0198266 0.0492868 0.0159359 10.375 10.625 1.6548e+06
10.75 0.0213637 0.046655 0.0104388 10.625 10.875 1.02768e+06
11.00 0.0285073 0.0448347 0.00253215 10.875 11.125 629628
11.25 0.0468849 0.0390279 -0.00490785 11.125 11.375 366493
11.50 0.0898031 0.0358385 -0.00608335 11.375 11.625 214369
11.75 0.174425 0.0333579 0.000571027 11.625 11.875 123990
12.00 0.313915 0.02568 0.0147594 11.875 12.125 71752
12.25 0.508793 0.0211052 0.0318731 12.125 12.375 41227
12.50 0.707064 0.0257155 0.0513391 12.375 12.625 23046
12.75 0.857596 0.0225195 0.0635147 12.625 12.875 12935
13.00 0.933914 0.0133136 0.0516528 12.875 13.125 7112
13.25 0.967045 0.00595003 0.0316485 13.125 13.375 3702
13.50 0.977297 0.00373596 0.0227753 13.375 13.625 1894
13.75 0.978814 0.00847453 0.0139199 13.625 13.875 944
14.00 0.979592 0.00765306 0.00765306 13.875 14.125 392
14.25 0.993827 0 0.0123457 14.125 14.375 162
14.50 1 0 0.0322581 14.375 14.625 31
14.75 1 0 0 14.625 14.875 9
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
