#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.069663 0 8.625 8.875 34509
9.00 0 0.112304 0 8.875 9.125 62420
9.25 6.64143e-06 0.0984094 0 9.125 9.375 301140
9.50 2.01312e-05 0.0703989 1.63709e-11 9.375 9.625 1.24185e+06
9.75 0.000132083 0.0794171 1.65487e-05 9.625 9.875 3.2631e+06
10.00 8.19524e-05 0.0690758 1.79893e-05 9.875 10.125 4.00232e+06
10.25 1.76021e-05 0.062141 0 10.125 10.375 2.78376e+06
10.50 4.60511e-06 0.0614749 -9.87586e-06 10.375 10.625 1.7372e+06
10.75 2.6907e-05 0.063301 -8.35711e-05 10.625 10.875 1.07779e+06
11.00 0.000265946 0.0624254 -0.000672049 10.875 11.125 639227
11.25 0.00225672 0.0605043 -0.00291194 11.125 11.375 365575
11.50 0.0146664 0.0582309 -0.00420022 11.375 11.625 208640
11.75 0.0630194 0.0545749 0 11.625 11.875 118757
12.00 0.201107 0.0567726 0.0202134 11.875 12.125 66830
12.25 0.478018 0.0468497 0.0377544 12.125 12.375 37076
12.50 0.78791 0.0678838 0.0933628 12.375 12.625 20364
12.75 0.936775 0.0263926 0.0764258 12.625 12.875 10692
13.00 0.969347 0.00343078 0.0252479 12.875 13.125 5546
13.25 0.974055 0.00367343 0.00709122 13.125 13.375 2698
13.50 0.97085 0.00306988 0.00488591 13.375 13.625 1235
13.75 0.980952 0.00378042 0.00580895 13.625 13.875 525
14.00 0.983871 0 0.0161291 13.875 14.125 186
14.25 1 0 0.02 14.125 14.375 50
14.50 1 0 0 14.375 14.625 8
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
