#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1 0 0.125889 0 1 -0.824412 0 1 -0.848225 7.2 7.4 675413 31313 22612 8725
7.5 0 1 -0.862292 1 0 0.141026 0 1 -0.6 7.4 7.6 543495 28444 19908 7725
7.7 1 0 0.119648 0 1 -0.863343 0 1 -0.827385 7.6 7.8 443634 27408 18104 6603
7.9 0 1 -0.878556 1 0 0.112469 0 1 -0.852605 7.8 8 366903 26306 16570 6244
8.1 1 -0.00187618 0.111001 1 0 0.121372 0 1 -0.854447 8 8.2 299386 24462 14584 5243
8.3 0.954545 0.0397674 0.0695726 1 -0.00529099 0.121917 0.8 0.187952 -0.0473451 8.2 8.4 238240 21310 12478 4458
8.5 0.974359 0.017045 0.0854701 0.878788 0.113015 0.0121212 0.909091 0.0737417 0.0757576 8.4 8.6 187128 17980 10412 3694
8.7 0.942308 0.0418695 0.0603633 0.878378 0.0951899 0.0347276 0.916667 0.0433333 0.104167 8.6 8.8 144905 14793 8464 3084
8.9 0.96 0.0252507 0.0706612 0.861789 0.104006 0.0354307 0.8 0.15283 0.022973 8.8 9 113012 12061 7041 2410
9.1 0.948387 0.0275648 0.0529097 0.843049 0.104319 0.0325112 0.795699 0.120968 0.0271804 9 9.2 88228 9232 5903 2041
9.3 0.96347 0.00536084 0.0650833 0.803738 0.113076 0.029029 0.725806 0.166786 0.00546747 9.2 9.4 71451 7169 4920 1687
9.5 0.943723 0.0122887 0.0439675 0.787346 0.0885003 0.0627748 0.785 0.0770689 0.0844012 9.4 9.6 59340 5114 4489 1527
9.7 0.945274 0.0109017 0.0431758 0.750988 0.0720093 0.0623283 0.757812 0.0888132 0.0785122 9.6 9.8 51550 3615 4111 1397
9.9 0.95977 -0.00324839 0.0490559 0.739212 0.0440969 0.0631677 0.666667 0.106846 0.0337187 9.8 10 45889 2269 3831 1301
10.1 0.896552 0.0350722 0.0171548 0.702226 0.0366328 0.0483795 0.675197 0.0552719 0.0723742 10 10.2 42988 1367 3679 1287
10.3 0.962963 -0.0042001 0.0821683 0.672199 0.0251088 0.0321515 0.568142 0.0816956 0.0286227 10.2 10.4 40756 721 3708 1206
10.5 0.90625 0.0191231 0.0430921 0.630973 0.0334604 0.0185651 0.528505 0.0515879 0.0149512 10.4 10.6 36191 358 3223 1084
10.7 0.945946 -0.00655198 0.103841 0.635628 0.00234884 0.0408653 0.496785 0.0212123 0.0392585 10.6 10.8 28845 119 2543 939
10.9 0.933333 0.0666667 -0.00784314 0.636168 0.00474608 0.0497096 0.453237 0.00749558 0.0421263 10.8 11 19244 37 1553 735
11.1 0.833333 0.0416667 0.166667 0.613583 0.019901 0.0545769 0.378299 0.018884 0.0387766 11 11.2 9758 8 671 410
11.3 1 0 0 0.655172 0.0448276 0.0967308 0.339744 0.00488919 0.0717697 11.2 11.4 3439 3 169 179
11.5 0 0 0 0.642857 0.0844156 0.17619 0.147059 0.102941 0.00752394 11.4 11.6 807 0 22 36
11.7 0 0 0 0 0 0 0.333333 0 0.333333 11.6 11.8 138 0 0 9
11.9 0 0 0 0 0 0 0 0 0 11.8 12 18 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
