#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0351077 0.0448725 0.0351077 8.625 8.875 26319
9.00 0.0512935 0.0730789 0.0512935 8.875 9.125 47004
9.25 0.0469221 0.0719117 0.0468905 9.125 9.375 221772
9.50 0.0384694 0.0583794 0.0381899 9.375 9.625 815870
9.75 0.0498968 0.0731228 0.0478144 9.625 9.875 2.27965e+06
10.00 0.0396458 0.0613022 0.0348842 9.875 10.125 3.48667e+06
10.25 0.0361622 0.0547262 0.026822 10.125 10.375 2.5626e+06
10.50 0.0357064 0.0494054 0.0185444 10.375 10.625 1.61822e+06
10.75 0.0420262 0.0444429 0.0106232 10.625 10.875 1.00547e+06
11.00 0.0601507 0.0383219 0.00201433 10.875 11.125 619078
11.25 0.0899095 0.0323537 -0.00307197 11.125 11.375 363955
11.50 0.143639 0.029136 0.00014329 11.375 11.625 213653
11.75 0.22895 0.0221296 0.00858216 11.625 11.875 124761
12.00 0.351461 0.0208815 0.0170301 11.875 12.125 72560
12.25 0.504369 0.0177846 0.0328683 12.125 12.375 41767
12.50 0.660995 0.0248261 0.0521563 12.375 12.625 23684
12.75 0.798642 0.0297434 0.0618865 12.625 12.875 13553
13.00 0.891275 0.0211995 0.05736 12.875 13.125 7450
13.25 0.943494 0.0075925 0.0500807 13.125 13.375 4035
13.50 0.965616 0.00563455 0.0290703 13.375 13.625 2094
13.75 0.985701 0.00183529 0.0342259 13.625 13.875 1049
14.00 0.966667 0.0166667 0.0144837 13.875 14.125 480
14.25 0.995305 0.00469482 0.0234742 14.125 14.375 213
14.50 0.960784 0.0196078 0 14.375 14.625 51
14.75 1 0 0 14.625 14.875 16
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
