#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0609082 0 8.625 8.875 109509
9.00 5.39078e-06 0.101056 5.39078e-06 8.875 9.125 185502
9.25 1.35889e-06 0.0893092 0 9.125 9.375 735893
9.50 2.4862e-06 0.0615828 4.14367e-07 9.375 9.625 2.41332e+06
9.75 1.91506e-05 0.0710616 5.00526e-06 9.625 9.875 4.59516e+06
10.00 1.65854e-05 0.0638713 1.71078e-06 9.875 10.125 4.09998e+06
10.25 1.41156e-05 0.0604392 5.95758e-06 10.125 10.375 2.69206e+06
10.50 4.2833e-05 0.064561 3.56168e-05 10.375 10.625 1.68094e+06
10.75 0.000276326 0.0691058 0.000224611 10.625 10.875 998820
11.00 0.00150508 0.0642258 0.0010501 10.875 11.125 548143
11.25 0.0060183 0.0640442 0.00331732 11.125 11.375 296263
11.50 0.0202448 0.0603979 0.00872455 11.375 11.625 158510
11.75 0.0551363 0.0590323 0.0147718 11.625 11.875 83756
12.00 0.134668 0.060114 0.0222383 11.875 12.125 42809
12.25 0.275709 0.0583785 0.0426707 12.125 12.375 21160
12.50 0.482084 0.0683399 0.0540118 12.375 12.625 10019
12.75 0.705494 0.0916774 0.0881814 12.625 12.875 4387
13.00 0.853282 0.0700496 0.112235 12.875 13.125 1813
13.25 0.923913 0.0357143 0.0807453 13.125 13.375 644
13.50 0.965686 0.00980395 0.0297257 13.375 13.625 204
13.75 0.979167 0 0.0208334 13.625 13.875 48
14.00 1 0 0 13.875 14.125 5
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
