#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.891753 0.0494239 0.16496 0.851852 0.109687 0.151205 0 0 0 7.2 7.4 513619 20011 1640 0
7.5 0.860927 0.0930477 0.119182 0.859155 0.100029 0.133964 0 0 0 7.4 7.6 400685 19474 1563 0
7.7 0.839489 0.0993412 0.102346 0.857143 0.0729271 0.144578 0 0 0 7.6 7.8 304690 17571 1424 0
7.9 0.824684 0.0859301 0.0821068 0.830769 0.0923077 0.14823 0 0 0 7.8 8 227804 15415 1226 0
8.1 0.825549 0.0873635 0.0841779 0.785714 0.14532 0.113398 0 0 0 8 8.2 168622 12744 1122 0
8.3 0.823609 0.0933583 0.0746978 0.722222 0.215278 0.040404 0 0 0 8.2 8.4 125243 10725 966 0
8.5 0.831224 0.0784538 0.0741146 0.835294 0.0605392 0.131069 0 0 0 8.4 8.6 91071 8797 733 0
8.7 0.894198 0.0327252 0.119909 0.780488 0.0861789 0.0757259 0 0 0 8.6 8.8 67737 6940 622 0
8.9 0.874525 0.056433 0.0841467 0.817073 0.0698833 0.13999 0 0 0 8.8 9 49034 5247 513 0
9.1 0.884804 0.0474877 0.0931886 0.709677 0.142174 0.0508538 0 0 0 9 9.2 35654 3811 465 0
9.3 0.894531 0.0402514 0.0829033 0.761905 0.0663781 0.0984432 0 0 0 9.2 9.4 25519 2524 360 0
9.5 0.878378 0.0598932 0.054849 0.746667 0.0674926 0.100202 0 0 0 9.4 9.6 17998 1415 306 0
9.7 0.873418 0.0650438 0.0358109 0.825397 0.0346032 0.142063 0 0 0 9.6 9.8 12862 804 237 0
9.9 0.935484 0.00896055 0.0987492 0.863014 0.00062269 0.166811 0 0 0 9.8 10 8943 386 216 0
10.1 1 0 0.142857 0.843137 0.02959 0.153948 0 0 0 10 10.2 6264 180 182 0
10.3 1 0 0.1 0.770492 0.0458348 0.131603 0 0 0 10.2 10.4 4389 73 152 0
10.5 1 0 0.333333 0.702128 0.131206 0.0354609 0 0 0 10.4 10.6 3063 22 111 0
10.7 0.5 0.5 0.5 0.852941 -0.00294113 0.150238 0 0 0 10.6 10.8 1941 16 75 0
10.9 1 0 1 0.761905 0.104762 0.0560224 0 0 0 10.8 11 1168 3 66 0
11.1 0 0 0 0.666667 0.190476 0.0303031 0 0 0 11 11.2 627 0 35 0
11.3 0 0 0 1 0 0.5 0 0 0 11.2 11.4 232 0 11 0
11.5 0 0 0 1 0 1 0 0 0 11.4 11.6 77 0 4 0
11.7 0 0 0 0 1 0 0 0 0 11.6 11.8 16 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 2 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
