#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00117268 0.0719242 0.0011401 8.625 8.875 30699
9.00 0.0018896 0.108234 0.0018896 8.875 9.125 55038
9.25 0.0011917 0.099239 0.00118415 9.125 9.375 265168
9.50 0.000921563 0.0760121 0.000900473 9.375 9.625 1.09054e+06
9.75 0.00108022 0.0824703 0.000904659 9.625 9.875 3.01882e+06
10.00 0.000817286 0.0701591 0.00070448 9.875 10.125 3.90072e+06
10.25 0.000624847 0.0654013 0.000576733 10.125 10.375 2.74307e+06
10.50 0.000562676 0.0647971 0.000472388 10.375 10.625 1.71502e+06
10.75 0.000607624 0.064894 3.07328e-05 10.625 10.875 1.0648e+06
11.00 0.00119529 0.0648116 -0.0015673 10.875 11.125 640014
11.25 0.00513141 0.0614724 -0.00584695 11.125 11.375 367930
11.50 0.0240293 0.0562209 -0.00963259 11.375 11.625 211450
11.75 0.0843608 0.0557097 0 11.625 11.875 121419
12.00 0.234012 0.0486214 0.0159908 11.875 12.125 68864
12.25 0.499974 0.0374457 0.0361456 12.125 12.375 38744
12.50 0.77441 0.0488917 0.0886266 12.375 12.625 21415
12.75 0.923666 0.0277818 0.0774725 12.625 12.875 11620
13.00 0.965124 0.00592172 0.0255469 12.875 13.125 6050
13.25 0.972423 0.00461882 0.0101897 13.125 13.375 3046
13.50 0.974744 0.00472212 0.00409555 13.375 13.625 1465
13.75 0.975309 0.0138722 0 13.625 13.875 648
14.00 0.98008 0.0119522 0.00796813 13.875 14.125 251
14.25 0.9875 0.0125 0.0125 14.125 14.375 80
14.50 1 0 0 14.375 14.625 12
14.75 1 0 0 14.625 14.875 2
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
