#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0762946 0 8.625 8.875 206620
9.00 5.1098e-05 0.106828 5.1098e-05 8.875 9.125 332694
9.25 6.89428e-05 0.0854821 6.71974e-05 9.125 9.375 1.14588e+06
9.50 0.000217461 0.059913 0.000211971 9.375 9.625 3.27875e+06
9.75 0.00069578 0.0750884 0.000668289 9.625 9.875 4.69258e+06
10.00 0.000972171 0.0759707 0.000918891 9.875 10.125 3.53127e+06
10.25 0.00246575 0.0750968 0.00227093 10.125 10.375 2.11943e+06
10.50 0.00562829 0.0828757 0.00504064 10.375 10.625 1.22257e+06
10.75 0.010102 0.0774307 0.00836571 10.625 10.875 648978
11.00 0.0186662 0.0825393 0.0139034 10.875 11.125 332205
11.25 0.0323741 0.0811907 0.0209458 11.125 11.375 164082
11.50 0.0557178 0.0825176 0.0310825 11.375 11.625 77713
11.75 0.0877031 0.0904978 0.0400894 11.625 11.875 35643
12.00 0.13949 0.0963536 0.0476719 11.875 12.125 15191
12.25 0.215807 0.0855424 0.0559441 12.125 12.375 6149
12.50 0.289364 0.0877845 0.0499402 12.375 12.625 2153
12.75 0.386018 0.0881459 0.0790274 12.625 12.875 658
13.00 0.57513 0.0984456 0.0932642 12.875 13.125 193
13.25 0.685714 0.0571429 0.0571429 13.125 13.375 35
13.50 1 0 0.5 13.375 13.625 4
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
