#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0614704 0.0562742 0.0612493 8.625 8.875 27135
9.00 0.0903747 0.0936238 0.089819 8.875 9.125 46783
9.25 0.0764955 0.0873249 0.0756532 9.125 9.375 216078
9.50 0.0486185 0.0557288 0.0456049 9.375 9.625 767198
9.75 0.0760218 0.0846404 0.0626191 9.625 9.875 2.11434e+06
10.00 0.061665 0.066709 0.0417125 9.875 10.125 3.31104e+06
10.25 0.0572509 0.0561225 0.0282149 10.125 10.375 2.4852e+06
10.50 0.0619239 0.0507358 0.0190992 10.375 10.625 1.57789e+06
10.75 0.0783587 0.0452712 0.012411 10.625 10.875 981104
11.00 0.108555 0.0366177 0.00756287 10.875 11.125 606247
11.25 0.148458 0.0272017 0.00611374 11.125 11.375 360163
11.50 0.204495 0.0218047 0.0100668 11.375 11.625 212274
11.75 0.283276 0.0169171 0.0152355 11.625 11.875 124797
12.00 0.382439 0.0158347 0.0232925 11.875 12.125 72762
12.25 0.49379 0.0245014 0.0364606 12.125 12.375 42192
12.50 0.618608 0.0394453 0.0540466 12.375 12.625 24290
12.75 0.73232 0.0471873 0.0616952 12.625 12.875 13886
13.00 0.826337 0.0442743 0.0652128 12.875 13.125 7837
13.25 0.885315 0.0318409 0.0628253 13.125 13.375 4290
13.50 0.933071 0.0174419 0.055993 13.375 13.625 2286
13.75 0.960102 0.0118846 0.041577 13.625 13.875 1178
14.00 0.983333 0.00365549 0.0390954 13.875 14.125 540
14.25 0.98008 0.0078721 0.0282725 14.125 14.375 251
14.50 0.960526 0 0.0394737 14.375 14.625 76
14.75 1 0 0 14.625 14.875 28
15.00 1 0 0 14.875 15.125 2
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
