#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000706049 0.072968 0.000688038 8.625 8.875 277601
9.00 0.0010815 0.0913743 0.00107475 8.875 9.125 444753
9.25 0.00149503 0.0818961 0.00144833 9.125 9.375 1.37054e+06
9.50 0.00244317 0.069737 0.0023429 9.375 9.625 3.18152e+06
9.75 0.00428886 0.079029 0.00405869 9.625 9.875 3.62777e+06
10.00 0.00582854 0.0850095 0.00542725 9.875 10.125 2.52670e+06
10.25 0.01141 0.0948972 0.010378 10.125 10.375 1.40744e+06
10.50 0.0174994 0.090419 0.0152251 10.375 10.625 717454
10.75 0.023585 0.0896989 0.0192163 10.625 10.875 347255
11.00 0.0347582 0.0950594 0.0261521 10.875 11.125 162235
11.25 0.0516259 0.105897 0.0354827 11.125 11.375 70701
11.50 0.0731065 0.105203 0.044835 11.375 11.625 28862
11.75 0.100586 0.108605 0.0589084 11.625 11.875 11085
12.00 0.133579 0.105243 0.0670523 11.875 12.125 3803
12.25 0.177158 0.0998201 0.0692446 12.125 12.375 1112
12.50 0.303249 0.0938628 0.108303 12.375 12.625 277
12.75 0.271186 0.186441 0.0847458 12.625 12.875 59
13.00 0.4 0 0 12.875 13.125 5
13.25 1 0 0 13.125 13.375 1
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
