#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 1 -0.5 1 0 0.201177 0 1 0 7.2 7.4 669405 31622 21516 6969
7.5 0 1 -0.821905 0 1 -0.833333 0 1 0 7.4 7.6 537819 29597 19233 6145
7.7 1 0 0.147059 0 1 -0.822169 0 1 0 7.6 7.8 439543 28756 17603 5285
7.9 0.5 0.5 -0.360913 0.5 0.5 -0.333333 0 1 -0.777778 7.8 8 363786 27718 15998 5046
8.1 1 0 0.1334 0.5 0.5 -0.33871 0 1 -0.75 8 8.2 294277 25436 14169 4294
8.3 0.888889 0.102369 0.0216857 0.785714 0.198782 -0.0556319 0.4 0.569697 -0.2875 8.2 8.4 232483 21773 11914 3450
8.5 0.909091 0.0769556 0.0405928 0.88 0.100296 0.044486 0.8 0.177941 -0.00898874 8.4 8.6 182186 18445 9979 2944
8.7 0.962264 0.0208819 0.0830612 0.766667 0.194574 -0.0536626 0.785714 0.178571 0.00793648 8.6 8.8 141950 15238 8192 2411
8.9 0.925 0.0586066 0.0450889 0.84466 0.110178 0.0454634 0.680851 0.246984 -0.063335 8.8 9 110126 12103 6989 1976
9.1 0.973684 -0.00155878 0.0874026 0.782123 0.147702 0.0144461 0.642857 0.247654 -0.0579625 9 9.2 86023 9314 5586 1635
9.3 0.913043 0.0434783 0.0369051 0.784173 0.118213 0.0641726 0.775281 0.0865976 0.0760939 9.2 9.4 68163 6880 4857 1313
9.5 0.94709 -0.0072102 0.0817932 0.733333 0.125783 0.0382716 0.708955 0.142693 0.058731 9.4 9.6 56615 4964 4413 1187
9.7 0.915152 0.0149795 0.0364823 0.749263 0.064728 0.0765681 0.685864 0.127414 0.0700744 9.6 9.8 47862 3222 3735 1067
9.9 0.92029 0.0136724 0.0320217 0.73506 0.0445455 0.0675239 0.66436 0.106033 0.0534812 9.8 10 43047 2063 3622 1061
10.1 0.851064 0.0673035 -0.00607902 0.683876 0.051213 0.0454969 0.628242 0.0930694 0.0547957 10 10.2 39672 1148 3531 947
10.3 0.90625 0.0115582 0.0680147 0.668616 0.027384 0.0421268 0.588496 0.0532627 0.0575221 10.2 10.4 37316 579 3357 952
10.5 0.914286 0.0190476 0.0613446 0.628571 0.0283419 0.024837 0.552 0.0398003 0.0579761 10.4 10.6 33311 293 3015 869
10.7 0.9375 0.00367647 0.0833333 0.646487 0.00520635 0.045038 0.460385 0.0516627 0.00830212 10.6 10.8 26419 108 2318 726
10.9 0.875 0.0661765 0.0288461 0.674183 0.00758529 0.0448992 0.467934 0.00538436 0.0372404 10.8 11 17584 34 1460 560
11.1 1 0 0 0.674938 0.0211946 0.0554876 0.422145 0.0120184 0.0502703 11 11.2 8939 6 653 355
11.3 1 0 1 0.724771 -0.00384045 0.0926952 0.277778 0.0662222 0.00821257 11.2 11.4 3237 3 170 125
11.5 0 0 0 0.6 0.2 0.1 0.25 0.0202703 0.09375 11.4 11.6 734 0 22 37
11.7 0 0 0 0 0 0 0 0.5 0 11.6 11.8 114 0 0 1
11.9 0 0 0 0 0 0 1 0 1 11.8 12 14 0 0 2
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
