#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.862252 0.0735282 0.145542 0.891892 0.0778051 0.221059 0 0 0 7.2 7.4 451235 13200 598 0
7.5 0.846154 0.0824175 0.120643 0.842105 0.0990712 0.166781 0 0 0 7.4 7.6 346747 12587 586 0
7.7 0.854061 0.0794367 0.116341 0.854167 0.0726626 0.142125 0 0 0 7.6 7.8 258401 11621 581 0
7.9 0.845745 0.0773323 0.112971 0.882353 0.0596761 0.137909 0 0 0 7.8 8 191988 10026 483 0
8.1 0.831461 0.0944653 0.100946 0.806452 0.126882 0.139785 0 0 0 8 8.2 139015 8487 395 0
8.3 0.834055 0.0811994 0.0995051 0.826087 0.0888067 0.197988 0 0 0 8.2 8.4 100807 6975 344 0
8.5 0.830428 0.0676519 0.0772364 0.756757 0.132132 0.1139 0 0 0 8.4 8.6 73476 5531 280 0
8.7 0.854962 0.0607008 0.0804403 0.767442 0.126175 0.149795 0 0 0 8.6 8.8 52540 4487 222 0
8.9 0.858173 0.0682483 0.0704954 0.666667 0.154762 0.0684524 0 0 0 8.8 9 37973 3467 203 0
9.1 0.890282 0.0447527 0.0899466 0.742857 0.146032 0.105357 0 0 0 9 9.2 26415 2504 158 0
9.3 0.914027 0.0148432 0.112225 0.7 0.123529 0.0877551 0 0 0 9.2 9.4 18604 1679 155 0
9.5 0.885965 0.0322169 0.0702653 0.722222 0.123932 0.0917874 0 0 0 9.4 9.6 12898 1068 126 0
9.7 0.901235 0.0587654 0.0591293 0.961538 -0.0356125 0.241538 0 0 0 9.6 9.8 8868 587 102 0
9.9 0.970588 0.0294118 0.0816993 0.9 0.0473685 0.18125 0 0 0 9.8 10 6048 283 65 0
10.1 0.9375 0.0625 0.0551471 0.92 0.0175 0.241429 0 0 0 10 10.2 4047 130 78 0
10.3 1 0 0.0714286 0.833333 0.0757576 0.133333 0 0 0 10.2 10.4 2696 63 63 0
10.5 1 0 0 0.65 0.25 -0.00217396 0 0 0 10.4 10.6 1751 22 43 0
10.7 1 0 1 0.833333 0.0666667 0.127451 0 0 0 10.6 10.8 1121 15 31 0
10.9 0 1 0 0.5 0.375 0 0 0 0 10.8 11 618 2 21 0
11.1 0 0 0 0.666667 0.333333 0.666667 0 0 0 11 11.2 344 1 15 0
11.3 0 0 0 0 1 0 0 0 0 11.2 11.4 115 0 4 0
11.5 0 0 0 0 0 0 0 0 0 11.4 11.6 36 0 0 0
11.7 0 0 0 0 0 0 0 0 0 11.6 11.8 6 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
