#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 6.76084e-05 0.0742701 6.76084e-05 8.625 8.875 221866
9.00 0.000140567 0.10251 0.000140567 8.875 9.125 355702
9.25 0.000206535 0.0850152 0.000204067 9.125 9.375 1.21529e+06
9.50 0.000525112 0.0670993 0.000514135 9.375 9.625 3.37071e+06
9.75 0.00133551 0.0744557 0.00128244 9.625 9.875 4.48519e+06
10.00 0.00182523 0.0778011 0.00171253 9.875 10.125 3.34697e+06
10.25 0.00439477 0.0840101 0.00397771 10.125 10.375 1.95846e+06
10.50 0.00875985 0.0865598 0.00762675 10.375 10.625 1.09397e+06
10.75 0.0143145 0.0823319 0.0115556 10.625 10.875 565999
11.00 0.0234527 0.0835899 0.0173622 10.875 11.125 284445
11.25 0.0381373 0.0891943 0.0246718 11.125 11.375 136428
11.50 0.0606883 0.0894327 0.0333027 11.375 11.625 62615
11.75 0.0946758 0.0942535 0.0438018 11.625 11.875 27441
12.00 0.140219 0.100934 0.0569668 11.875 12.125 11318
12.25 0.204765 0.0925448 0.0559094 12.125 12.375 4239
12.50 0.282013 0.0947446 0.0436714 12.375 12.625 1351
12.75 0.358442 0.116883 0.0701299 12.625 12.875 385
13.00 0.413043 0.184783 0.0326087 12.875 13.125 92
13.25 0.705882 0.0588235 0 13.125 13.375 17
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
