#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.00290407 0 8.625 8.875 29958
9.00 0 0.0114949 0 8.875 9.125 53850
9.25 0 0.0322355 0 9.125 9.375 257139
9.50 1.43385e-05 0.0639448 -5.73541e-06 9.375 9.625 1.04614e+06
9.75 0.000148119 0.121564 -2.42322e-05 9.625 9.875 2.93008e+06
10.00 0.000255397 0.134057 -9.25502e-09 9.875 10.125 3.86066e+06
10.25 0.000351314 0.138991 0.000128708 10.125 10.375 2.72691e+06
10.50 0.000487118 0.133586 0.00035867 10.375 10.625 1.70595e+06
10.75 0.000789056 0.128468 0.000545903 10.625 10.875 1.05949e+06
11.00 0.00160685 0.127226 0.00065694 10.875 11.125 639138
11.25 0.00364018 0.130279 0.000845436 11.125 11.375 368388
11.50 0.00944467 0.148544 0.000515806 11.375 11.625 212289
11.75 0.0290146 0.154856 -0.000693874 11.625 11.875 122111
12.00 0.0900233 0.153822 0.000826418 11.875 12.125 69482
12.25 0.191001 0.144813 0.0089177 12.125 12.375 39293
12.50 0.243288 0.14301 0.0175257 12.375 12.625 21789
12.75 0.210672 0.164636 0.0194069 12.625 12.875 11881
13.00 0.190071 0.147853 0.0311186 12.875 13.125 6224
13.25 0.175914 0.131073 0.034998 13.125 13.375 3172
13.50 0.162215 0.104756 0.0412999 13.375 13.625 1535
13.75 0.168103 0.0905172 0.0553867 13.625 13.875 696
14.00 0.148699 0.0929368 0.0520446 13.875 14.125 269
14.25 0.147368 0.0736842 0.0526316 14.125 14.375 95
14.50 0 0.125 0 14.375 14.625 16
14.75 0 0.666667 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
