#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000104752 0.00405042 0.000104752 8.625 8.875 28639
9.00 0.000590888 0.0152252 0.000590888 8.875 9.125 50771
9.25 0.000977303 0.0362922 0.000977303 9.125 9.375 242504
9.50 0.000584208 0.0698367 0.00055346 9.375 9.625 943158
9.75 0.000586228 0.130717 0.000254963 9.625 9.875 2.68667e+06
10.00 0.000646543 0.150206 0.000120097 9.875 10.125 3.73834e+06
10.25 0.000620152 0.151455 0.00024808 10.125 10.375 2.67676e+06
10.50 0.000631779 0.141638 0.000195422 10.375 10.625 1.67938e+06
10.75 0.000872106 0.136385 0.000141796 10.625 10.875 1.04230e+06
11.00 0.00161612 0.135307 -1.39896e-05 10.875 11.125 634854
11.25 0.00357409 0.141547 -0.00112618 11.125 11.375 367926
11.50 0.00982107 0.148714 -0.00272638 11.375 11.625 213826
11.75 0.0320937 0.157695 -0.00535109 11.625 11.875 123420
12.00 0.104336 0.161672 -0.00394742 11.875 12.125 70925
12.25 0.227337 0.140015 0.00659318 12.125 12.375 40473
12.50 0.294494 0.147247 0.0139016 12.375 12.625 22503
12.75 0.251813 0.17334 0.0174111 12.625 12.875 12545
13.00 0.206283 0.158739 0.0275694 12.875 13.125 6748
13.25 0.194247 0.128574 0.0357378 13.125 13.375 3511
13.50 0.186921 0.104019 0.0426571 13.375 13.625 1728
13.75 0.159705 0.0970516 0.041769 13.625 13.875 814
14.00 0.188953 0.0917483 0.0755814 13.875 14.125 344
14.25 0.142857 0.047619 0.0555556 14.125 14.375 126
14.50 0.0689655 0.103448 0.0344828 14.375 14.625 29
14.75 0 0.333333 0 14.625 14.875 3
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
