#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.00220232 0 8.625 8.875 34509
9.00 0 0.00917975 0 8.875 9.125 62420
9.25 3.32071e-06 0.0253371 0 9.125 9.375 301140
9.50 8.05249e-06 0.0572693 2.41575e-06 9.375 9.625 1.24185e+06
9.75 0.000106341 0.102962 2.35963e-05 9.625 9.875 3.2631e+06
10.00 0.00020613 0.121274 6.6218e-05 9.875 10.125 4.00232e+06
10.25 0.000346294 0.12489 0.000253527 10.125 10.375 2.78376e+06
10.50 0.000561824 0.120343 0.000509464 10.375 10.625 1.7372e+06
10.75 0.000925044 0.111269 0.000814589 10.625 10.875 1.07779e+06
11.00 0.00188352 0.111559 0.00144396 10.875 11.125 639227
11.25 0.00426999 0.119245 0.00247867 11.125 11.375 365575
11.50 0.0106595 0.138682 0.00322558 11.375 11.625 208640
11.75 0.0292109 0.14656 0.00415943 11.625 11.875 118757
12.00 0.0792608 0.159585 0.00964946 11.875 12.125 66830
12.25 0.155599 0.147589 0.0192001 12.125 12.375 37076
12.50 0.19505 0.138762 0.0162604 12.375 12.625 20364
12.75 0.180228 0.153137 0.0221065 12.625 12.875 10692
13.00 0.165705 0.140344 0.0330556 12.875 13.125 5546
13.25 0.152335 0.131798 0.0359526 13.125 13.375 2698
13.50 0.147368 0.100189 0.0436407 13.375 13.625 1235
13.75 0.121905 0.109011 0.0283933 13.625 13.875 525
14.00 0.139785 0.0698925 0.0591398 13.875 14.125 186
14.25 0.12 0.08 0.04 14.125 14.375 50
14.50 0 0.125 0 14.375 14.625 8
14.75 0 0.5 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
