#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00125525 0.00433956 0.00125525 8.625 8.875 27883
9.00 0.00361003 0.0161126 0.00361003 8.875 9.125 49030
9.25 0.00564577 0.0355265 0.00563714 9.125 9.375 231855
9.50 0.00449173 0.0743405 0.00445151 9.375 9.625 870266
9.75 0.00436436 0.1411 0.00368437 9.625 9.875 2.46039e+06
10.00 0.00383631 0.161652 0.00284354 9.875 10.125 3.60998e+06
10.25 0.00302899 0.167899 0.00220145 10.125 10.375 2.61869e+06
10.50 0.00246515 0.149513 0.00156631 10.375 10.625 1.64858e+06
10.75 0.00257465 0.136969 0.00113741 10.625 10.875 1.02422e+06
11.00 0.00329803 0.138058 -0.000633799 10.875 11.125 627951
11.25 0.00555169 0.14448 -0.00300777 11.125 11.375 366195
11.50 0.0142067 0.158319 -0.00735791 11.375 11.625 214336
11.75 0.0428024 0.157067 -0.0112606 11.625 11.875 124222
12.00 0.128917 0.168964 -0.00404488 11.875 12.125 71891
12.25 0.271502 0.142265 0.0016776 12.125 12.375 41414
12.50 0.355465 0.145282 0.0125416 12.375 12.625 23119
12.75 0.306768 0.17986 0.016119 12.625 12.875 13062
13.00 0.241298 0.166639 0.021149 12.875 13.125 7182
13.25 0.207837 0.138327 0.0301948 13.125 13.375 3777
13.50 0.192992 0.112022 0.0387029 13.375 13.625 1912
13.75 0.180498 0.0975104 0.0395793 13.625 13.875 964
14.00 0.173594 0.0962078 0.0537897 13.875 14.125 409
14.25 0.160714 0.0535714 0.0416667 14.125 14.375 168
14.50 0.147059 0.0588235 0.117647 14.375 14.625 34
14.75 0 0.3 0 14.625 14.875 10
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
