#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000242139 0 8.625 8.875 90857
9.00 0 0.00145165 0 8.875 9.125 155685
9.25 0 0.00772421 0 9.125 9.375 641101
9.50 3.1832e-05 0.0273924 3.04678e-05 9.375 9.625 2.19904e+06
9.75 0.00015852 0.0517206 0.000150809 9.625 9.875 4.40955e+06
10.00 0.000247604 0.0591393 0.000237486 9.875 10.125 4.15179e+06
10.25 0.000587733 0.0663818 0.000565932 10.125 10.375 2.75805e+06
10.50 0.00116308 0.0652899 0.00113291 10.375 10.625 1.72216e+06
10.75 0.00211434 0.0664752 0.00200805 10.625 10.875 1.03862e+06
11.00 0.00416131 0.0753647 0.00378732 10.875 11.125 576742
11.25 0.00859887 0.0855495 0.00729057 11.125 11.375 315274
11.50 0.0163145 0.0943147 0.0125507 11.375 11.625 171749
11.75 0.0317224 0.11273 0.0211523 11.625 11.875 92017
12.00 0.0564478 0.117277 0.0322368 11.875 12.125 48133
12.25 0.0844713 0.113968 0.0348388 12.125 12.375 24458
12.50 0.104054 0.103915 0.0372651 12.375 12.625 12013
12.75 0.113657 0.113878 0.04149 12.625 12.875 5543
13.00 0.114177 0.102235 0.0473396 12.875 13.125 2356
13.25 0.0900424 0.0923542 0.0338983 13.125 13.375 944
13.50 0.0838509 0.106774 0.0403727 13.375 13.625 322
13.75 0.0722892 0.108434 0.0240964 13.625 13.875 83
14.00 0.0625 0.0625 0.0625 13.875 14.125 16
14.25 0 1 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
