#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.00309316 0 8.625 8.875 29743
9.00 0 0.0117127 0 8.875 9.125 53361
9.25 0 0.0331921 0 9.125 9.375 254940
9.50 1.6473e-05 0.0643971 -5.81401e-06 9.375 9.625 1.03199e+06
9.75 0.000154087 0.123113 -2.79228e-05 9.625 9.875 2.90096e+06
10.00 0.000261482 0.136343 -1.17079e-05 9.875 10.125 3.8473e+06
10.25 0.000353476 0.139996 0.000132893 10.125 10.375 2.72155e+06
10.50 0.000485532 0.134652 0.000329409 10.375 10.625 1.70329e+06
10.75 0.000777214 0.129809 0.000513628 10.625 10.875 1.05762e+06
11.00 0.00158706 0.128307 0.00060343 10.875 11.125 638918
11.25 0.00359745 0.131939 0.000608881 11.125 11.375 368316
11.50 0.00935644 0.148071 -6.42361e-05 11.375 11.625 212474
11.75 0.0291703 0.155569 -0.00104869 11.625 11.875 122419
12.00 0.0913491 0.153265 0.0009818 11.875 12.125 69623
12.25 0.195314 0.14408 0.00731593 12.125 12.375 39439
12.50 0.249281 0.144538 0.017408 12.375 12.625 21899
12.75 0.215247 0.165416 0.0190476 12.625 12.875 11963
13.00 0.190764 0.149101 0.0310001 12.875 13.125 6280
13.25 0.179026 0.12977 0.03608 13.125 13.375 3223
13.50 0.162267 0.107778 0.0386349 13.375 13.625 1553
13.75 0.169516 0.0901134 0.0509442 13.625 13.875 702
14.00 0.156584 0.088968 0.0604982 13.875 14.125 281
14.25 0.151515 0.0606061 0.0606061 14.125 14.375 99
14.50 0 0.111111 0 14.375 14.625 18
14.75 0 0.666667 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
