#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0184348 0.0109391 0.0155536 8.625 8.875 42691
9.00 0.049727 0.025996 0.0399766 8.875 9.125 66664
9.25 0.0805182 0.0530102 0.0681672 9.125 9.375 266213
9.50 0.081494 0.085204 0.0655362 9.375 9.625 771161
9.75 0.0883338 0.140648 0.060434 9.625 9.875 1.93965e+06
10.00 0.0900126 0.177104 0.0450843 9.875 10.125 3.02604e+06
10.25 0.0852595 0.172714 0.0261637 10.125 10.375 2.33994e+06
10.50 0.0829784 0.153351 0.0185629 10.375 10.625 1.49933e+06
10.75 0.0891294 0.135745 0.00691613 10.625 10.875 932790
11.00 0.105154 0.139972 0.00101415 10.875 11.125 577277
11.25 0.133955 0.138398 -0.00239356 11.125 11.375 348581
11.50 0.184049 0.146648 0 11.375 11.625 207711
11.75 0.259863 0.14871 0.00415307 11.625 11.875 123157
12.00 0.375281 0.147908 0.00587162 11.875 12.125 72383
12.25 0.529653 0.131269 0.004861 12.125 12.375 42256
12.50 0.643697 0.113732 0.0206995 12.375 12.625 24830
12.75 0.650923 0.125932 0.0399957 12.625 12.875 14461
13.00 0.572456 0.156678 0.0505303 12.875 13.125 8205
13.25 0.498138 0.156227 0.067217 13.125 13.375 4565
13.50 0.406498 0.166015 0.0605451 13.375 13.625 2524
13.75 0.327786 0.166103 0.0492041 13.625 13.875 1382
14.00 0.258876 0.149408 0.0541629 13.875 14.125 676
14.25 0.245665 0.128248 0.0578035 14.125 14.375 346
14.50 0.210526 0.105263 0.0590112 14.375 14.625 133
14.75 0.20339 0.0847458 0.0508475 14.625 14.875 59
15.00 0.142857 0.142857 0 14.875 15.125 7
15.25 0 0.5 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
