#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.00034875 0 8.625 8.875 74552
9.00 0 0.00256634 0 8.875 9.125 131705
9.25 0 0.0107149 0 9.125 9.375 559317
9.50 2.60035e-05 0.0330515 2.50034e-05 9.375 9.625 1.99973e+06
9.75 0.000130525 0.0611201 0.000121253 9.625 9.875 4.20609e+06
10.00 0.000208242 0.0675498 0.000191485 9.875 10.125 4.17784e+06
10.25 0.000510835 0.076963 0.000489363 10.125 10.375 2.79934e+06
10.50 0.00098531 0.0742465 0.000955575 10.375 10.625 1.74666e+06
10.75 0.00174517 0.0728424 0.00163274 10.625 10.875 1.06465e+06
11.00 0.00360762 0.0810137 0.00320831 10.875 11.125 598456
11.25 0.00787382 0.094555 0.00656223 11.125 11.375 330208
11.50 0.0161398 0.10344 0.0117363 11.375 11.625 181911
11.75 0.0325753 0.121531 0.019922 11.625 11.875 99032
12.00 0.0627944 0.126518 0.0320967 11.875 12.125 52871
12.25 0.0978181 0.127103 0.0370499 12.125 12.375 27316
12.50 0.121188 0.108224 0.0374817 12.375 12.625 13904
12.75 0.126163 0.125522 0.0388653 12.625 12.875 6555
13.00 0.116521 0.120312 0.0409671 12.875 13.125 2978
13.25 0.0979592 0.106122 0.035102 13.125 13.375 1225
13.50 0.0982143 0.0892857 0.0422859 13.375 13.625 448
13.75 0.0647482 0.115108 0.0215827 13.625 13.875 139
14.00 0.0769231 0.0384615 0.0384615 13.875 14.125 26
14.25 0 0 0 14.125 14.375 4
14.50 0 1 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
