#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000334341 0 8.625 8.875 77765
9.00 0 0.00265141 0 8.875 9.125 136154
9.25 0 0.0105754 0 9.125 9.375 574255
9.50 2.5515e-05 0.0325709 2.45337e-05 9.375 9.625 2.03802e+06
9.75 0.000135607 0.0597357 0.00012619 9.625 9.875 4.24756e+06
10.00 0.000216543 0.0661152 0.000199056 9.875 10.125 4.17468e+06
10.25 0.000520159 0.075519 0.000499357 10.125 10.375 2.79338e+06
10.50 0.0010174 0.0729025 0.000989316 10.375 10.625 1.74268e+06
10.75 0.00182017 0.071519 0.00170633 10.625 10.875 1.06034e+06
11.00 0.00372801 0.0801535 0.00332957 10.875 11.125 594687
11.25 0.00808088 0.0936464 0.00676749 11.125 11.375 327316
11.50 0.0163768 0.1017 0.0119536 11.375 11.625 180194
11.75 0.0328427 0.121219 0.020114 11.625 11.875 97769
12.00 0.0616695 0.12567 0.0312867 11.875 12.125 52003
12.25 0.0968598 0.12578 0.0383667 12.125 12.375 26750
12.50 0.120506 0.107594 0.0376474 12.375 12.625 13518
12.75 0.125275 0.1237 0.0394439 12.625 12.875 6370
13.00 0.114841 0.117069 0.0427562 12.875 13.125 2830
13.25 0.0966638 0.106247 0.0351254 13.125 13.375 1169
13.50 0.0896226 0.0919811 0.0400943 13.375 13.625 424
13.75 0.078125 0.109375 0.03125 13.625 13.875 128
14.00 0.0454545 0.0454545 0.0454545 13.875 14.125 22
14.25 0 0 0 14.125 14.375 3
14.50 0 1 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
