#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.45961e-05 0.00342501 3.45961e-05 8.625 8.875 28905
9.00 0.000134579 0.0137271 0.000134579 8.875 9.125 52014
9.25 0.000129083 0.0353808 0.000129083 9.125 9.375 247903
9.50 7.528e-05 0.0676879 5.08649e-05 9.375 9.625 982997
9.75 0.000208902 0.127874 -3.72665e-05 9.625 9.875 2.79078e+06
10.00 0.000308309 0.14598 -4.95965e-05 9.875 10.125 3.79165e+06
10.25 0.000376701 0.145718 5.55123e-05 10.125 10.375 2.69975e+06
10.50 0.000473001 0.13887 0.000174334 10.375 10.625 1.69133e+06
10.75 0.000762628 0.135546 0.000245175 10.625 10.875 1.05032e+06
11.00 0.00151928 0.133091 0.000314429 10.875 11.125 637146
11.25 0.00344497 0.13872 -0.00011195 11.125 11.375 368073
11.50 0.00933677 0.148995 -0.00144582 11.375 11.625 213243
11.75 0.0302774 0.155908 -0.00236501 11.625 11.875 123062
12.00 0.0966825 0.156891 0 11.875 12.125 70323
12.25 0.210135 0.14082 0.00679015 12.125 12.375 39979
12.50 0.270127 0.144586 0.0159585 12.375 12.625 22271
12.75 0.234664 0.168923 0.0185545 12.625 12.875 12226
13.00 0.194267 0.154603 0.0330402 12.875 13.125 6558
13.25 0.189686 0.127431 0.0389157 13.125 13.375 3374
13.50 0.17471 0.107939 0.0372633 13.375 13.625 1637
13.75 0.160365 0.0906205 0.0430248 13.625 13.875 767
14.00 0.172638 0.101871 0.0684039 13.875 14.125 307
14.25 0.127273 0.0636364 0.0545455 14.125 14.375 110
14.50 0.0869565 0.0869565 0.0434783 14.375 14.625 23
14.75 0 0.333333 0 14.625 14.875 3
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
