#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000905704 0 8.625 8.875 58518
9.00 0 0.00516659 0 8.875 9.125 103937
9.25 0 0.017514 0 9.125 9.375 466426
9.50 1.88678e-05 0.042986 1.65808e-05 9.375 9.625 1.74901e+06
9.75 0.000103185 0.0748283 8.07645e-05 9.625 9.875 3.92499e+06
10.00 0.000185009 0.0842938 0.000140436 9.875 10.125 4.17277e+06
10.25 0.00043506 0.0924333 0.000406359 10.125 10.375 2.8249e+06
10.50 0.000803234 0.0873068 0.000765451 10.375 10.625 1.76038e+06
10.75 0.00138458 0.0857181 0.00127027 10.625 10.875 1.08336e+06
11.00 0.00287603 0.0879445 0.00245835 10.875 11.125 618561
11.25 0.0065365 0.10186 0.0050829 11.125 11.375 346210
11.50 0.0147568 0.115636 0.00964207 11.375 11.625 192657
11.75 0.0329716 0.129859 0.0175356 11.625 11.875 106698
12.00 0.0692134 0.135601 0.0268012 11.875 12.125 58009
12.25 0.117567 0.130699 0.0316393 12.125 12.375 30808
12.50 0.138574 0.122919 0.0312391 12.375 12.625 15977
12.75 0.144183 0.132941 0.0348611 12.625 12.875 7976
13.00 0.124336 0.137689 0.0378866 12.875 13.125 3764
13.25 0.120511 0.116943 0.0360042 13.125 13.375 1643
13.50 0.101669 0.0864947 0.0440061 13.375 13.625 659
13.75 0.102459 0.110656 0.0368852 13.625 13.875 244
14.00 0.1 0.06 0.04 13.875 14.125 50
14.25 0 0.1 0 14.125 14.375 10
14.50 0 1 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
