#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 4.50723e-06 0 8.625 8.875 221866
9.00 0 2.24907e-05 0 8.875 9.125 355702
9.25 1.06971e-05 0.000256729 1.06971e-05 9.125 9.375 1.21529e+06
9.50 9.49355e-05 0.00141068 9.19688e-05 9.375 9.625 3.37071e+06
9.75 0.00023611 0.00332046 0.000228753 9.625 9.875 4.48519e+06
10.00 0.000363313 0.00626327 0.000348671 9.875 10.125 3.34697e+06
10.25 0.000704123 0.00977039 0.000674976 10.125 10.375 1.95846e+06
10.50 0.000871141 0.0121248 0.000830128 10.375 10.625 1.09397e+06
10.75 0.00124205 0.0144448 0.00116611 10.625 10.875 565999
11.00 0.00157148 0.0170875 0.00143807 10.875 11.125 284445
11.25 0.00263142 0.0198483 0.00241821 11.125 11.375 136428
11.50 0.00410445 0.0234257 0.00372004 11.375 11.625 62615
11.75 0.00575781 0.0251309 0.00502671 11.625 11.875 27441
12.00 0.00715674 0.0236098 0.00574194 11.875 12.125 11318
12.25 0.00825666 0.0259576 0.00613252 12.125 12.375 4239
12.50 0.0111029 0.0251665 0.00888231 12.375 12.625 1351
12.75 0.0207792 0.0155844 0.0155844 12.625 12.875 385
13.00 0.0108696 0.0217391 0.0108696 12.875 13.125 92
13.25 0 0 0 13.125 13.375 17
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
