#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00528329 0.00626708 0.00524686 8.625 8.875 27445
9.00 0.0178168 0.0187256 0.0177322 8.875 9.125 47315
9.25 0.0328792 0.0389214 0.0327502 9.125 9.375 216976
9.50 0.0335238 0.0757959 0.0331564 9.375 9.625 762086
9.75 0.0333077 0.146688 0.0313208 9.625 9.875 2.09027e+06
10.00 0.0307443 0.1769 0.0267421 9.875 10.125 3.27826e+06
10.25 0.0256421 0.167464 0.0187165 10.125 10.375 2.47078e+06
10.50 0.0211553 0.167645 0.0110429 10.375 10.625 1.57071e+06
10.75 0.020163 0.149904 0.0038656 10.625 10.875 976541
11.00 0.0242345 0.142569 -0.00335401 10.875 11.125 603685
11.25 0.0358233 0.149714 -0.00840988 11.125 11.375 359347
11.50 0.0632345 0.156186 -0.0101348 11.375 11.625 211878
11.75 0.120842 0.161622 -0.00940058 11.625 11.875 124866
12.00 0.237049 0.157937 -0.0019861 11.875 12.125 72677
12.25 0.405625 0.142993 0 12.125 12.375 42241
12.50 0.515933 0.130456 0.0160375 12.375 12.625 24352
12.75 0.489426 0.165486 0.0220559 12.625 12.875 13996
13.00 0.397072 0.185099 0.0369352 12.875 13.125 7855
13.25 0.317846 0.17633 0.0354543 13.125 13.375 4326
13.50 0.259227 0.167294 0.028359 13.375 13.625 2330
13.75 0.211017 0.151314 0.0239973 13.625 13.875 1180
14.00 0.203209 0.111077 0.0499109 13.875 14.125 561
14.25 0.2 0.0981132 0.0560606 14.125 14.375 265
14.50 0.173333 0.0933333 0.04 14.375 14.625 75
14.75 0.15625 0.0625 0.0625 14.625 14.875 32
15.00 0 0.333333 0 14.875 15.125 3
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
