#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000216907 0 8.625 8.875 87595
9.00 0 0.00155806 0 8.875 9.125 150187
9.25 0 0.00778531 0 9.125 9.375 623482
9.50 2.87311e-05 0.0280925 2.78043e-05 9.375 9.625 2.15794e+06
9.75 0.000150821 0.053136 0.000143498 9.625 9.875 4.36941e+06
10.00 0.000239452 0.0599078 0.000228392 9.875 10.125 4.1595e+06
10.25 0.000570102 0.0682979 0.000549105 10.125 10.375 2.76792e+06
10.50 0.00111969 0.066961 0.0010902 10.375 10.625 1.72816e+06
10.75 0.00202539 0.067292 0.00192165 10.625 10.875 1.04474e+06
11.00 0.00405145 0.0766867 0.00367899 10.875 11.125 581767
11.25 0.00844346 0.0868675 0.00714736 11.125 11.375 318353
11.50 0.0162332 0.0958867 0.0123691 11.375 11.625 173841
11.75 0.0316101 0.115518 0.0207209 11.625 11.875 93641
12.00 0.0566513 0.119428 0.0313818 11.875 12.125 49178
12.25 0.0876843 0.114048 0.0361048 12.125 12.375 25033
12.50 0.107782 0.106849 0.0372723 12.375 12.625 12414
12.75 0.115665 0.115707 0.0404955 12.625 12.875 5758
13.00 0.113765 0.106073 0.0453613 12.875 13.125 2470
13.25 0.0912738 0.0956609 0.0350489 13.125 13.375 997
13.50 0.0809249 0.105122 0.0346821 13.375 13.625 346
13.75 0.09375 0.09375 0.0416667 13.625 13.875 96
14.00 0.0588235 0.0588235 0.0588235 13.875 14.125 17
14.25 0 1 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
