#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000688044 0 8.625 8.875 69763
9.00 0 0.00368151 0 8.875 9.125 122504
9.25 0 0.0130398 0 9.125 9.375 530683
9.50 2.49478e-05 0.0359321 2.39083e-05 9.375 9.625 1.92402e+06
9.75 0.00011782 0.0651131 0.000103275 9.625 9.875 4.12492e+06
10.00 0.000200648 0.0726224 0.000174338 9.875 10.125 4.18145e+06
10.25 0.000486785 0.0818095 0.000465756 10.125 10.375 2.81028e+06
10.50 0.000924519 0.0779624 0.00089311 10.375 10.625 1.75226e+06
10.75 0.00162816 0.0763162 0.00150849 10.625 10.875 1.07176e+06
11.00 0.00338691 0.0813859 0.00295847 10.875 11.125 605566
11.25 0.00752972 0.0975453 0.00608524 11.125 11.375 335338
11.50 0.0157518 0.108418 0.0111208 11.375 11.625 185249
11.75 0.0329706 0.123926 0.0199422 11.625 11.875 101363
12.00 0.0644292 0.12959 0.030482 11.875 12.125 54556
12.25 0.105206 0.129091 0.0390533 12.125 12.375 28392
12.50 0.125447 0.107607 0.0366373 12.375 12.625 14548
12.75 0.131474 0.12922 0.0382654 12.625 12.875 6990
13.00 0.120062 0.127296 0.0360809 12.875 13.125 3215
13.25 0.107008 0.107762 0.0391861 13.125 13.375 1327
13.50 0.0885827 0.0866142 0.0393701 13.375 13.625 508
13.75 0.0858896 0.116564 0.0241612 13.625 13.875 163
14.00 0.114286 0.0285714 0.0571429 13.875 14.125 35
14.25 0 0 0 14.125 14.375 4
14.50 0 1 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
