#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0025076 0.00364742 0.0025076 8.625 8.875 26320
9.00 0.00720671 0.015766 0.00720671 8.875 9.125 47317
9.25 0.0126495 0.03635 0.0126495 9.125 9.375 223329
9.50 0.0111495 0.0742299 0.0110887 9.375 9.625 822458
9.75 0.0111249 0.147743 0.0102962 9.625 9.875 2.30222e+06
10.00 0.00999195 0.171988 0.00842791 9.875 10.125 3.50382e+06
10.25 0.00804763 0.17166 0.00606256 10.125 10.375 2.57044e+06
10.50 0.00652819 0.160351 0.00442085 10.375 10.625 1.62235e+06
10.75 0.00596168 0.14616 0.00197304 10.625 10.875 1.00844e+06
11.00 0.0070306 0.143199 -0.00138064 10.875 11.125 620146
11.25 0.0104624 0.151002 -0.00532334 11.125 11.375 364543
11.50 0.0235627 0.160028 -0.0100529 11.375 11.625 213685
11.75 0.0611112 0.162323 -0.0129774 11.625 11.875 124658
12.00 0.159836 0.170418 -0.00493228 11.875 12.125 72512
12.25 0.31798 0.144171 0.00155619 12.125 12.375 41707
12.50 0.409106 0.136876 0.017502 12.375 12.625 23632
12.75 0.365827 0.17783 0.0179676 12.625 12.875 13490
13.00 0.28662 0.173448 0.0245871 12.875 13.125 7414
13.25 0.233292 0.151131 0.0333914 13.125 13.375 4025
13.50 0.208313 0.123235 0.0302175 13.375 13.625 2069
13.75 0.185646 0.105263 0.0382471 13.625 13.875 1045
14.00 0.192308 0.097671 0.0555556 13.875 14.125 468
14.25 0.17561 0.0780488 0.0439024 14.125 14.375 205
14.50 0.148936 0.0425532 0.0851064 14.375 14.625 47
14.75 0.125 0.125 0.0625 14.625 14.875 16
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
